car_age_years,kilometers_driven,engine_cc,mileage_kmpl,service_history_score,previous_owners,market_region,car_brand_segment,listing_platform,fuel_type,car_price
1.8341215658102548,0.1712546469311094,-0.2176504428647434,0.6009454044681721,-0.3031047657512548,-1.1286321600190914,South,Home Office,Retail,Premium,167.64
-1.469263185898004,-0.4658750590160728,-1.8082527613348185,1.6452630712240928,1.0583415046500777,0.0127600598701855,West,Corporate,Retail,Premium,-59.45
-1.1827172188190305,-0.4555403172235943,1.7996570499706326,-0.441749166533504,0.5211032976163764,1.4024745856444534,North,Home Office,Retail,Premium,31.43
-0.8376841929825407,0.2022272797142794,0.8403147930725992,0.992557669584582,-0.5935420711183736,0.3829112005854992,West,Home Office,Online,Premium,106.22
-1.1196954913642876,-0.9608432651884607,0.0511254222543746,0.220073238702297,0.0768118919206453,-0.9868612071661492,South,Corporate,Online,Premium,-110.4
0.127495507897188,-0.4748551916839609,0.7011050276504552,-1.7863121590699929,1.1227274796299258,0.4166146135799753,North,Home Office,Distributor,Standard,-102.99
-0.8448134672160121,-0.3124843247778291,-0.7621051403102911,-0.5952076237844898,,1.2752811767323635,East,Consumer,Retail,Premium,-172.37
-1.4144456598398492,1.0037649692618955,-0.2927593523789862,1.0512286618119868,1.9066742606435136,-0.931574907529252,,Home Office,Online,Premium,175.96
-0.3573836664166448,-0.797895416826224,0.0354349167843613,1.0778202815383056,0.265356069960622,-0.0466589184928321,North,Consumer,Distributor,Standard,56.92
0.9862581982286438,-0.6206755132216435,1.1708216186791882,0.7989118420815456,-0.6884794756050815,-0.924929062042945,North,Consumer,Retail,Premium,144.26
-0.6626292594816212,-1.9011975821485545,0.7667836350432475,-1.2616351274046549,,-0.4388118075822527,East,Corporate,Retail,Basic,-284.63
-0.2772274932967183,-0.3520186263896314,-0.0548973449261194,2.011664898444362,-0.1763149646011874,-0.8000749343766036,North,Home Office,Distributor,Standard,151.06
0.1302377191089958,-1.030291682466996,0.3479973939052824,0.0360939104182388,0.7264635564320024,-2.8479121026597047,West,Consumer,Online,Premium,-64.88
-0.5268010129342982,0.3747581203893271,0.5358206527141859,1.7272608049114468,0.1813886101037073,0.1451183016151579,East,Consumer,Retail,Standard,213.76
1.2062962997973938,1.2305706310927107,-0.1760786155382537,-1.3086571289096902,-0.9968484810905376,0.5038138682725062,West,Consumer,Retail,Standard,-10.16
-2.361465310489767,-0.7180294324059838,0.4026944085822921,-0.0524239701642277,-0.9847629069311494,-0.0756126359037108,East,Home Office,Online,Standard,-182.56
-0.1598157824475135,-0.02291030181427,0.4621498743859276,1.0846049053178028,1.194432168789049,-1.3298053094234688,West,Home Office,Online,Basic,178.81
-0.6411819020571394,0.2925919625246201,0.0367455003669565,0.8566544927093096,-1.192940006346117,-1.633262466329664,West,Home Office,Retail,Standard,43.12
1.3518832535451533,-0.0713136878046179,-0.4716715979476976,-1.054573747301042,1.835677760355392,-0.3191861364079575,West,Corporate,Distributor,Standard,1.85
-0.0271734000031619,-1.0322660486872588,-1.1654844847827548,-1.3134977647982673,2.496449463185477,-1.1861946640584768,East,Consumer,Online,Premium,-197.58
-0.5269467682730713,-0.270564440982574,-0.5078778804586955,1.056855193486458,0.5386293326726005,-1.6085614191901838,South,Consumer,Distributor,Standard,36.66
0.8421113888520322,-0.0431048339109577,1.4252164249010877,-0.5582108614769248,0.8249731077170632,0.6000956548074287,West,Corporate,Distributor,Standard,138.88
1.4345790133562148,0.1876068814719585,-2.6094334176327982,0.3798086900083633,-0.1015103286466088,0.39160980042215,East,Consumer,Online,Basic,-65.75
-0.5122218644275588,-1.0515151672367988,0.8991090316349342,0.0862609227398661,1.1302871180159877,-1.1461120084104814,South,Corporate,Online,Basic,7.46
2.067923853768342,-0.8822646671438518,1.6862687977213904,-0.425495030340213,1.2232381771566874,-1.5634102918275807,North,Corporate,Online,Basic,163.65
0.0814812558145883,-0.668058840221714,0.7332058989070238,-0.7085349800161969,0.2446544539807034,-1.3602217798366956,South,Corporate,Online,Premium,-59.44
-1.2989119042294193,0.8041774463323498,0.5524053004941392,0.5840281037020851,0.162921785498481,-0.299132423007721,North,Consumer,Distributor,,103.79
-0.1809278054705616,0.655253483629375,0.2116166926443564,2.109026239405813,-0.7800139271752337,-1.0054845184038603,East,Home Office,Online,Premium,246.53
0.080733966924872,0.3585665151574482,-0.3047566105858662,0.0430582476647792,-1.0306994651497627,1.615646173813336,North,Corporate,Distributor,Standard,-39.91
0.5322882250299314,0.7495996281949128,1.8760530901314472,-0.3524311528766551,1.567965783163182,0.57599718379319,South,Consumer,Retail,Premium,257.95
-1.9108233047339596,-0.4630323483874102,0.8859687299633487,-2.0028311059150123,0.3914684398750154,0.9210271670521094,North,Consumer,Retail,Standard,-238.45
0.1324096480811527,0.3186687861829615,-0.9002639813283714,0.3817475367902617,-1.082994454718897,2.7820124235083203,North,Corporate,Online,Premium,-28.03
0.4134628396257751,-1.0483021057644133,1.7594688284396969,1.9831521999475752,-1.1549779571582284,-0.5484699394114471,North,Corporate,Distributor,Basic,190.48
0.542664270995667,-0.3191107030953466,2.552256653102158,-0.3865030091667783,-0.73540906288257,-1.058543384407152,West,Consumer,Online,Standard,122.59
0.7923307807322909,-0.8286326548682265,0.2213259138971729,-0.1868256628013262,0.2290832991766101,0.1868155075471457,East,Corporate,Distributor,Standard,-55.67
0.6029818959411523,-0.595997647445224,-1.9922434645596176,0.4438586523387418,1.0380453802725538,-1.4790894711860192,West,Corporate,Retail,Premium,-100.16
0.7800337040300248,1.520583410271018,0.2131620704569858,0.3384001117587211,1.120335628778895,1.5582168175253184,North,Corporate,Distributor,Standard,289.87
0.704176715681017,-0.5185290042914715,1.4514797643585309,-0.8843001837866872,-1.163041544995305,0.5832412465574272,East,Corporate,Distributor,Standard,-35.27
0.2769598645295388,-2.394691863917498,0.8463910749062806,-0.2465683263147381,0.7438789242288701,-0.1930351486942753,East,Corporate,Online,Premium,-135.03
0.6391540196114016,0.7220848024935413,-0.354458176809918,-1.1029273049857238,-1.0626407714836523,0.7005962442095319,East,Home Office,Online,Premium,-100.02
0.1830792986927495,-0.0470736023923787,-0.5107726780111681,-0.5859437178853023,0.3050949539127033,-0.8727033320553833,North,Home Office,Distributor,Standard,-65.27
1.10092265407497,0.4831707848844275,-0.9766942885881404,0.1329321806269794,-0.537480009791653,-0.3783471405391857,East,Home Office,Online,Premium,15.29
-0.7273255017599292,1.3637676783431552,-0.5004984837941402,2.247273527712249,-0.8294262720631304,-0.240848276260569,South,Home Office,Distributor,Premium,210.14
2.167233061570333,2.456106336827377,1.0857189785121868,2.392937473453079,0.0732396060767319,-1.3013759161996337,West,Corporate,Online,Premium,626.59
-0.669527665894883,0.1441759924962143,0.6140161664102046,-0.6367425119112767,,0.8827573006487945,West,Home Office,Retail,Standard,-126.67
1.0051318961631472,1.2881349926801515,0.226942968321515,-1.402629282779726,-0.8187516477303357,-0.0951144321680462,East,Consumer,Online,Basic,-7.04
-1.003210578168475,0.6508906233754723,0.0809322962798485,0.5763814955467153,0.3789558227528928,-0.4935308251805567,South,Consumer,Online,Premium,69.81
0.844928471512596,-0.315732591524642,-0.1602811074554347,0.1129775725179364,0.0828976255801616,-0.9149595245768614,North,Consumer,Online,Premium,26.8
1.3196634710883883,-2.0599482655934955,1.1787768218146624,0.7174524675355756,1.0700244756373736,1.550539938727822,West,Corporate,Retail,Premium,81.67
0.5213214995720556,0.3068850049657672,0.1951451526649155,0.4683898578289956,1.7532306193963345,-0.0720435509547836,West,Corporate,Online,Basic,196.14
2.401338087188434,0.7122137075317309,-0.3431715917209667,1.106578295555801,0.8107029798910009,-1.1650735313807692,South,Consumer,Retail,Basic,291.04
0.8801759060972371,-1.1175506003647415,-0.4552094545009495,-1.5400098088743828,0.6987195001475971,-1.5672611160717145,North,Corporate,Retail,Premium,-219.23
0.5343790263366229,-0.1326264462884054,0.0410057075579984,1.5880016358809403,0.0992268938867906,0.4037523821615842,West,Corporate,Retail,Basic,203.77
-1.2730145782240918,1.1529806901262127,-0.8361763760854845,0.3469154048156352,0.2161918557143152,0.9546002430939678,West,Home Office,Distributor,,24.28
-2.7968145644725912,1.5325866212360797,-0.0677478751477435,1.203976418662326,-0.3260462811113647,-0.0345494509485905,West,Home Office,Online,Standard,87.66
-0.2944185175905116,-0.0196574156838129,1.145844724238748,0.3738835565830946,0.105338073513147,0.7157194059942941,East,Corporate,Online,Premium,110.05
0.7160142686515848,-1.9632499042228184,0.0545073620013683,0.6122155182907726,-1.405564227612699,0.3974243937954981,East,Consumer,Distributor,Basic,-133.85
-1.9974670253663604,-0.1708520939825037,1.1179256355307627,1.352827399185499,-1.878713132336551,0.5820459189830633,North,Home Office,Online,Basic,11.12
-1.2888998536237328,-0.764791410037156,0.2039208818686523,0.8591675927809337,1.2984404072806917,0.6247716276473827,East,Consumer,Online,Standard,39.06
-0.3406687461730404,0.9334255133258008,1.9599312840079124,0.0419080672452167,0.8579387615720276,0.0016403571993095,East,Home Office,Retail,Standard,274.94
-0.6542473603570861,-1.7550344373136997,-0.1469559883037272,-0.0632006775474255,0.1590384317448271,-0.7038865015888933,North,Corporate,Distributor,Premium,-201.14
1.1077647152454495,-0.7289404363430964,-0.2338159409935634,0.4873709204045529,-1.5564133318376057,-0.8977707653022254,South,Corporate,Online,Standard,-51.29
-1.0913178263660954,-1.1973995415768612,-1.207245100057221,-0.2318267252580617,0.4388196298031953,0.5944419209829944,North,Corporate,Retail,Basic,-264.17
-2.201240943456733,-0.9399564048753026,2.5245893042820646,1.5888014594450572,0.1690502558021696,-1.092929635473614,North,Home Office,Distributor,Premium,149.05
-1.099206359253966,1.31547413901578,0.5746876309083914,-0.9992333345397676,-2.387823690400006,-0.9630005970728142,East,Corporate,Retail,Basic,-120.56
-0.087692573532052,0.8717930439629822,-0.0522397259613648,-0.5296715771824946,0.8097989178415268,1.4275119829129863,West,Corporate,Distributor,Premium,50.83
0.0156713083492935,-0.5226269189045918,0.135363526867442,1.9925231486038983,-0.7610594117151781,-0.042958978098232,South,Home Office,Distributor,Standard,98.99
1.1982860712708934,-1.628405188542923,-0.2038646126363837,0.4691781064372421,0.4788288512159149,0.8662282798107279,South,Corporate,Distributor,Basic,-26.45
-0.2602497450123288,-1.247001443302586,1.7117934178013103,-0.0789929516673361,1.052613724027047,1.6941203749442402,West,Consumer,Retail,Standard,44.55
0.5426326864088139,-0.9070391442606665,0.0450909277924409,-0.0756411879319664,0.74600252295979,0.2880691587664169,North,Corporate,Retail,Premium,-43.16
0.0607632039432459,-0.6473672875770382,-0.3045675521005799,-0.3200347352587105,-0.0180442212132152,1.2493173112068534,East,Home Office,Retail,Standard,-109.67
0.2263299597103264,0.3533797204927153,1.5608647808925835,-0.1155192539446472,-0.784673813659953,-0.6751442840495033,East,Consumer,Online,Premium,136.59
2.335634527872795,-1.3847556972815425,0.622817005017523,0.5536711640682807,0.9909663106149832,-0.4337478958842601,North,Home Office,Distributor,Premium,120.88
-0.34428399210021,1.2131938008083691,0.4717775313747281,1.39923558640607,1.7953504059638483,-0.3587037858028978,South,Corporate,Distributor,Premium,347.92
0.5527536077105013,-1.3921008168504772,1.9073053982458148,-0.3264738031560653,-0.111983815754642,-0.2512165422741891,North,Consumer,Online,Premium,0.23
-1.946078944910741,1.5144281254602554,-0.7120576832046501,-0.0988068983023416,0.6363725770470231,1.0072342278911672,South,Home Office,Retail,Basic,15.61
0.370544756970142,-0.012832914472472,-0.0966122094178119,0.0999028571330269,0.1661371651635654,0.518759961336182,North,Home Office,Online,Premium,-4.29
1.5586353189581497,-0.5823076032654272,-0.4437538085606739,-1.8282879198093724,-0.2399913085302832,-0.8914754553646979,West,Home Office,Distributor,Standard,-191.01
-0.243358150216757,0.014266756773783,0.6000189725644165,0.8959753271768801,,0.2928937512375323,South,Home Office,Online,Basic,174.73
1.5156375432932627,1.0501280835884057,0.7885341853466673,-0.9946934649845528,0.871424077635309,1.1746134817760514,South,Corporate,Distributor,Premium,194.33
-1.1323315323146177,0.4743088036338149,-1.2765522224011707,0.0615510212881009,0.3841817134279416,-1.0141402679277736,North,Home Office,Online,Standard,-96.59
0.8597835586133619,-1.6260939693220502,-1.494701952598138,-0.5828732745496504,-0.4195563121420694,1.2869907793635804,North,Consumer,Retail,Standard,-296.29
0.2426308997192235,0.5257623252765296,0.6544012956985421,-0.8228741800589703,1.9677583171038195,2.227382798672991,South,Consumer,Retail,Basic,111.01
2.281506029500021,0.1232147984592138,1.1445990812933402,1.9498881643359829,-0.4210159536699461,0.3952302168638335,North,Consumer,Distributor,Basic,382.46
-0.0462080451276279,0.1301486792895036,0.7859558285863011,-1.955809220413663,-0.2183828443240611,-0.565572419154633,North,Consumer,Distributor,,-133.99
0.343466039994178,-0.4335599556241377,-0.7357935130913683,-1.8401085916024091,0.6065187047946506,-0.4122908863812565,South,Consumer,Retail,Premium,-228.52
-0.8665302964169475,-0.2430647410776001,0.1055536452154136,-1.0828551248045395,-1.310301899937949,0.3508951316061754,South,Corporate,Online,Standard,-210.03
0.5026509125392673,0.9366700714583088,-0.8384170911501184,-0.0927127593483135,-0.6646750748929064,-0.170666350016105,West,Home Office,Distributor,Standard,25.57
1.0656087108316947,-1.451288748883229,-1.710801939959052,1.232340503466013,1.022096273446203,-0.8521543340608578,East,Corporate,Online,Premium,-56.38
-1.2599140830792743,0.0832650624551263,0.3682540068211319,-0.2579780665743074,0.7440008771932058,0.1190522290267855,West,Consumer,Distributor,Basic,-4.74
0.7344129379548486,0.2803697784566953,1.4555062174421316,-0.3914484194251393,1.380666574731748,-0.0780121809170163,South,Corporate,Distributor,Basic,181.38
-0.6729895436119285,-0.2931634636091416,-1.4908214646965825,-0.5516685167471768,0.6709352221094864,0.4462204367431494,East,Home Office,Online,Basic,-187.89
-0.1610193394516261,1.440551236658292,0.5837384639895145,0.5672453602262235,-2.4995872520554747,0.4266640456251036,East,Corporate,Online,Premium,129.05
1.234425472626017,0.5025876180869858,0.0539534772908455,0.8435254761674504,-0.5746179319012519,-0.5751953730777221,North,Home Office,Distributor,Premium,158.2
-1.1001641438192735,-1.0212009406679268,-0.5431452347258935,1.0268422520141194,-1.0527830217081964,0.9049015133145358,South,Consumer,Retail,Standard,-150.38
0.7341033297229443,-0.0049819149740411,-0.2587623278593455,1.4944102526534824,0.3857926232265108,-0.6979422208644009,East,Corporate,Distributor,Standard,188.25
-1.2158363527876934,-0.6955493245527244,0.0084389476285452,0.7743946563507246,-0.2375166600716992,-0.9252975322984468,West,Consumer,Online,Premium,-45.83
-0.7760636419158105,-0.0764784044440927,0.5310971307949649,-0.0409941379840202,-1.203118514136582,-0.3473305729546631,West,Consumer,Distributor,Standard,-92.97
-0.6971518880335068,-1.8707141167216643,0.4851079809529469,0.359585760245481,2.022611026819583,0.1300334737165136,West,Corporate,Distributor,Premium,-34.64
-0.3505536993022031,-0.0124923310315662,0.654922533629532,-0.4191851575567273,-0.5453893551191502,1.7726620654516845,South,Corporate,Retail,Standard,-18.02
-0.0692652222253664,-0.1297273042858516,0.5081045772050853,0.2560805576200476,-0.4881735119258711,-1.2584918300622887,North,Consumer,Distributor,Standard,42.67
-1.776268737471569,-0.0930540699208108,-1.905775964769628,0.8612091861009801,-0.6327271052767648,-0.6173310301477999,East,Consumer,Online,Premium,-190.83
1.64504137878154,0.6084384364931611,1.0791733430949553,-0.7751998141378386,-0.4164267839566701,0.5829322416274885,East,Consumer,Online,Basic,115.22
-1.6215636452688835,0.4744505900210591,-0.6186684426485135,-0.1570177330227656,0.8096498261976299,1.165766126528447,South,Corporate,Retail,Basic,-87.65
-0.7816144577675831,1.3912899393191762,-0.609602921057671,-1.8728954208756383,0.2832865905239219,-0.6890577656567753,North,Consumer,Online,Basic,-132.68
-2.224044138186016,1.9354331081791951,-0.0302531982125734,0.1566004713830369,-1.0762009371116674,-0.6953279106871737,West,Home Office,Retail,,34.32
1.316525526384377,-0.4950061153537838,-1.1237301282540093,0.5209995256264816,-1.558173448367464,1.1105573087010177,West,Home Office,Distributor,Premium,-47.3
-0.9217709932130886,-0.5863176341977663,-1.985230222131172,1.1639991446286069,-1.2417239598661545,1.3067089062672117,West,Consumer,Distributor,Premium,-190.97
-0.7448476634636941,-1.046292233192038,2.031952611657432,-0.0429041819271552,0.502890947103506,-0.2237316906643052,South,Corporate,Retail,Basic,33.62
0.3990190462219741,0.6694267850168207,1.4190194249509416,-0.0561778704376255,-1.954810117704787,0.3453799096728746,South,Consumer,Retail,Premium,102.79
0.1889392142344486,-1.239892827987134,-1.4946606492724903,-1.7688071626325443,1.805420683084136,-1.316770047696967,East,Corporate,Online,Standard,-311.99
-0.6785564922115455,0.7850936832175046,-1.3066261269884507,-1.2274736593114195,0.0161728721721922,-0.1689599741086666,East,Consumer,Distributor,Standard,-189.6
-1.031324289227939,-1.0733526478389086,0.3024305425079606,-0.2446468172294859,0.8390536119139052,0.1113155528415772,South,Corporate,Retail,Premium,-111.45
-1.0488694818039666,-0.443830358318838,0.2559383081302586,-0.9336150164170284,1.57929930116941,0.6552138958217884,North,Home Office,Distributor,Basic,-88.33
-0.5565090684907016,-1.6927490916969363,0.5338670561447464,1.2951491403305506,-1.9778202990376184,1.0056227602583412,North,Consumer,Retail,Premium,-99.17
-0.6686944573550307,0.9248171421152004,1.212307386757392,0.5318247028022962,0.7551052265545733,0.516156850520483,East,Consumer,Retail,Basic,237.71
0.0111308836664991,0.1953015856723077,0.5849159535795311,-1.2004934238720395,1.0077722901715949,-0.467997798860814,West,Home Office,Online,,-1.1
-1.6339559727832489,-0.3410496526637838,2.118596002503281,-0.3833241657583816,,-0.2636908901049693,South,Corporate,Distributor,Standard,7.73
0.3054461504525058,-0.2272890517946419,1.2874377892701925,-0.0323282040933625,0.7157075328891124,0.2910277172619076,North,Consumer,Distributor,Standard,135.12
-1.5474643343288692,-1.7022529781597089,0.5942373692093432,0.3582774472052806,-0.7640668423562441,-0.0578759660094848,East,Consumer,Distributor,Premium,-186.13
-1.1720552059117586,1.3321784468638358,-0.5866032992430342,-2.1228526399501435,-1.0294618109846647,0.8938434718685364,East,Corporate,Online,Basic,-251.02
-1.3356280137019294,-1.0356413354406435,0.1056645556143884,-0.0243182462560566,0.3238730951749972,0.2641956542800708,West,Home Office,Retail,Basic,-148.22
0.1800325590229318,-0.2046040851515529,-0.3229694130722207,0.4553563854262113,-1.591355617365413,1.8611444685282483,North,Home Office,Distributor,Premium,-62.38
-0.0893561949029582,-0.3389319916150752,-1.6279399342162653,1.3603570852620033,-0.3780150686392835,-0.938248935522998,East,Corporate,Distributor,Premium,-55.65
1.9502375905698035,-0.7036873069604183,-0.4820289259359562,-1.501585523424503,1.541614232319482,1.1184915253183751,South,Consumer,Retail,Basic,-72.4
-0.0161750486969001,-0.6679671345268678,-2.224869955055737,-0.2390969331049478,0.0231040291048408,-0.1906079989288004,West,Corporate,Distributor,Standard,-274.04
1.312090353618997,0.9433981442598958,0.0382895136756346,0.8397609644935006,-0.7795373030359037,0.5139816767529102,West,Home Office,Online,Premium,200.9
0.8068621509585152,-0.3900381900934605,0.3687652826515588,0.1555699345613133,-0.1738980839827801,0.4991142546155974,East,Home Office,Retail,Standard,19.17
-0.1475392722345743,-0.3712031787041029,2.089095950014744,1.3918739713639048,0.3945973749436282,-0.915086859401981,East,Home Office,Distributor,Premium,262.05
-0.4668771264366499,-1.004605558346624,-1.1684213753979271,0.2892628906435983,-0.4095617017598508,-0.3946832814934494,South,Consumer,Online,Basic,-199.73
0.0965161978732468,-0.2942226747902368,-1.445723022140552,0.0065886098975776,-0.3763997732447228,-0.780179900432308,West,Corporate,Retail,Premium,-159.75
0.2269917220737848,-0.0109232838375064,0.3937135740186145,-1.0777560843192309,0.5931790254057435,-0.9964650352568918,West,Home Office,Distributor,Premium,-34.24
1.2976313207904078,0.0367805144923872,-0.2771376943401324,-0.9461829162928328,1.0896301609279515,1.7117779458181137,West,Home Office,Online,Premium,-5.71
-0.5794998809687826,0.8316949957590222,-0.8948311693709089,-0.7536306995857651,0.6794116008425198,-1.1479516573961908,North,Consumer,Distributor,Basic,-68.55
-1.0200417944758118,0.8762341266425135,1.9352247343669728,-0.0874423603383759,0.2282941743152275,0.7887297745343049,South,Corporate,Retail,Standard,173.42
0.766484272803582,-0.3186266496156232,-1.0959400450741763,-1.0658660252823091,1.3594718779973258,1.032285184745786,South,Home Office,Distributor,Premium,-152.41
-1.001818055332694,2.4827186087299,-0.5399798707795341,-0.0243575270551993,0.8198050503530296,-1.0930894326016103,South,Consumer,Online,Basic,146.34
0.3676389175191817,-0.5329192516205552,-0.8302781289428232,0.0694654535165757,-2.1231344806658217,1.450972827320824,South,Home Office,Retail,Basic,-192.79
-0.1687331697082853,-0.517574723338665,-0.2785387250274447,1.383757023976142,-1.8659131168346377,-1.5997543712925264,West,Corporate,Online,Basic,-24.05
-1.0767617453175968,-1.6257470993764016,1.2402812713112124,-0.3921135276161407,-0.0246854263260197,-0.1915073931625952,West,Corporate,Online,Standard,-134.65
-0.3734638501379745,-1.108412334321469,-0.6869487461511955,-0.9112834544808078,-0.3048122545124012,0.9955520530158292,East,Consumer,Online,Premium,-291.54
0.2980001412960715,-2.663320333445988,0.8900516972368507,1.0671178925154674,0.3535710223824229,0.6322008421328376,,Corporate,Online,Premium,-36.57
0.472446288614086,1.0010557637146655,-0.3419300669454239,-0.5509776241485527,-0.8830209351835254,-1.1691592199289182,West,Home Office,Distributor,Standard,-4.36
0.931815034911679,0.6844839173066845,-0.100253153371374,1.0650321185739076,0.7043727792790121,-0.5717240688316043,West,Consumer,Online,Basic,256.99
-0.2144657873662973,-3.0164748040899845,0.9008050565615694,-1.4344217801225756,-0.2344652857501539,0.4529457493505986,West,Corporate,Distributor,Premium,-368.26
-0.995653296703728,2.349611748831332,1.6409295919110254,0.0003255209331374,0.8746901019395994,-0.4437823303511278,East,Consumer,Online,Premium,332.23
-0.5822751490830754,-0.4828729467267987,0.3149372800129897,0.6549711081326967,1.2966110847994274,2.0983926705144667,East,Consumer,Online,Premium,77.88
