average_temperature,advertising_spend,stock_available,store_visitors,holiday_index,competitor_discount_percent,warehouse_region,product_category,distribution_channel,season_type,weekly_demand
-1.0420160305824924,0.7491379825557942,1.6261688970890924,0.9967500156992,0.1350458684071061,-1.642122917554674,,Home Office,Retail,Standard,-125.94
2.3606337560215844,0.8858045094307286,-0.467742709587405,-0.2159450287409878,-1.4274926643706187,-1.5220062781496977,West,Consumer,Online,Basic,82.95
-1.0746479365279749,-0.7322931137379387,-0.2220106669961114,-0.4528348870062894,1.4395559636365456,1.1897628795042168,South,Consumer,Online,Standard,4.5
-0.8789647793692048,-0.944848781900084,0.7045722033356355,0.4302910653202679,-0.0907182272179807,0.3772237708557412,South,Home Office,Retail,Basic,-30.49
1.2107255864512294,-1.2177879014038533,-2.355710617363073,-0.3736130212087005,-0.0163118854168758,0.0211934043867078,North,Home Office,Retail,Premium,58.75
1.520385883843755,0.6719948072677167,1.6495536006364817,-0.4658270728479183,0.3656624051607468,-1.3660331300275876,South,Consumer,Online,Basic,75.83
1.922281807612654,1.459404408846798,1.1326096761642082,-0.7373927276933085,,0.2715919315468124,North,Home Office,Distributor,Premium,228.9
0.7084890182565279,-0.2593868449644025,0.4678200768450675,-1.4883005023836036,-0.2362547870850554,0.9056887206156709,West,Corporate,Online,Basic,87.22
1.1637382815050727,-0.3814060621529079,0.4939308854376386,0.8241532556041588,0.234223195055983,-0.6837027490594092,West,Home Office,Online,Basic,50.04
0.3542970752886418,-0.6159939575577573,-1.0082215877723075,0.9706586112975332,0.0340930896239584,-0.0053813224543063,North,Home Office,Retail,Premium,34.41
0.1952738198453373,-0.8764226238846453,-0.5388269071676027,-0.088446389189203,-1.0894192377219507,-0.8101747897456058,South,Home Office,Distributor,Premium,-66.45
-0.7230158250664855,-0.1619648815072646,1.593428264939546,1.5883295924903764,-1.0658627925035635,-0.5269621649117157,West,Home Office,Retail,Standard,-64.71
1.6041814498838012,0.8500792630465009,-0.0438386023382414,0.916162435629305,0.5745248448763923,-0.320011537782655,West,Corporate,Online,Premium,133.16
1.98082194760574,-0.6549505294654488,0.1589077482523786,-1.5914359731165737,-1.6871287071258556,1.2885397383886432,North,Corporate,Online,,187.5
-0.4117757945885124,0.2387014519023403,0.00635032323294,-1.7007647089615976,0.4880367457989502,0.475726047912371,North,Home Office,Distributor,Standard,-6.34
-0.3678227154940586,-1.9426348818833263,-1.827444081347948,1.0122743279470845,-0.7972873160729507,1.6789986816128288,West,Corporate,Online,Standard,-13.33
0.6682507385530572,,-1.2668214948947836,-2.0408080897353003,0.6964674114344213,-1.901386155734628,South,Consumer,Distributor,Standard,-13.64
0.0786130067137388,-0.5493198801205468,-0.6601984845478602,1.087225761230192,1.5122691056113688,0.7409934552685644,South,Home Office,Distributor,Premium,35.64
-0.3437024151194688,-1.198552360909667,0.4022006257338981,1.540020732537713,-1.5354637739206811,-0.4788188668259543,East,Corporate,Distributor,Premium,-77.4
0.5638635825605482,0.7887439093823385,0.5130768503533312,0.2266352449456682,0.2386454169376511,-0.6607980353080573,North,Consumer,Online,Premium,-9.13
-0.6592985280755161,-0.8515358465291443,0.135643808217625,0.8148755673871428,0.6697710886321983,0.4851926665401607,South,Corporate,Retail,Premium,-10.62
0.8717019787516415,1.216218710830575,0.8459407655762117,-0.4591242506149595,0.0782866867625546,-0.1725374241034249,East,Home Office,Distributor,Premium,105.94
0.3731785463217448,-1.4099063285342368,1.205542955963688,0.8077056561421523,0.5868694217336066,-1.2114540193200314,North,Home Office,Retail,Basic,-48.84
-0.0543153106611612,0.1427290441264127,-1.2857878681512616,0.3177685153821439,0.4149462548083435,1.2195884131136745,North,Corporate,Distributor,Standard,58.86
1.656396601828604,0.3916283471238407,-1.024236785531389,-0.2582096922500061,0.151410478108823,-0.7466763274167507,East,Consumer,Retail,Basic,57.03
0.8367419809186967,0.6469223206618466,-0.6177619612888737,0.2327458549188354,-0.4674847130703189,-1.697255310242141,South,Home Office,Distributor,Premium,-42.52
0.8278137003208356,-1.2965067344655417,-0.8209313981998196,-0.3723174023402179,-2.318877991670571,0.3134733647356163,North,Home Office,Retail,Basic,20.51
-0.7289002796123593,1.345924777496565,0.1385355342484186,2.3067877778333834,-0.9268922400888484,-0.0154329145661478,West,Consumer,Retail,Standard,-73.04
1.51580891854938,0.2282660546839636,0.0048454257342536,0.6914873897719436,0.6849291257065272,0.6215841616664547,North,Consumer,Distributor,Standard,160.15
-1.1042514633901326,-1.227747894658177,-0.4845037525660895,-1.1919063597877295,1.3380851059035317,-0.8054544577928486,South,Consumer,Online,Basic,-109.36
-0.9595349004631596,,-0.3489168648242427,0.7545220786319878,-1.4213736873043037,-1.2373849235349856,West,Corporate,Retail,Premium,-161.41
0.6971850684403829,-0.5699874222677799,-0.0331757065860191,0.1217613213763124,-0.0551433151497893,-0.3124526350572306,East,Consumer,Retail,Basic,26.72
0.2571287793091029,-1.7355669226902093,1.30300521619902,1.16258105799801,-0.7632591495443959,-0.7298058636937408,North,Consumer,Online,Standard,-39.57
-0.0879499326078764,-1.0597594719938856,1.1538760718957763,-1.6694837195549126,0.7469729268087807,-0.9998951550324436,South,Home Office,Distributor,Basic,-51.21
0.805961195376653,1.4673193930944526,-0.3611354749572694,0.0123884019515491,-0.0495241158229293,1.0093221268274153,South,Consumer,Retail,Basic,127.13
0.9722413679397882,-0.9534089443517352,1.6618687829108347,-0.3653745319613296,-0.4389410571413615,-0.0820792904438287,South,Corporate,Distributor,Standard,61.73
1.641706224506159,0.1389804858704683,1.4709888926393018,-2.069991676017929,0.3039700564028795,-0.2992271064197891,East,Corporate,Retail,Standard,119.18
0.1347659749197894,0.5429511218071748,0.8727820466565057,0.1872142603269037,-0.1329726887982562,-0.0485344883465274,,Consumer,Retail,Standard,17.69
0.8433449650448785,1.4446317934381123,0.1079136549193726,-1.4375302805711834,-0.3267581890799503,-0.1371758451153104,North,Corporate,Online,Basic,52.64
1.396323382575735,0.9434680643479963,-0.0673996080060872,0.7610709849828291,-1.145611289147178,-0.3406053242450453,South,Consumer,Retail,Premium,64.35
0.8960620640159278,0.5851931725475347,-0.6142996588089162,-0.8290350636452446,-0.5350947160980675,1.3418495231490288,East,Home Office,Retail,Premium,153.77
-0.7231530570196635,-0.9375251656165656,-0.1047211413220699,1.4705446748841722,-0.7362343298706711,-0.0649093600460631,West,Corporate,Retail,Standard,-40.62
1.3968809173070609,0.1805461213888564,0.0422220339254242,0.4029792030917025,0.0682906583165005,-0.634669701159556,West,Consumer,Online,Premium,93.47
0.128076073797635,0.5309237243234909,-1.5412314558860905,-0.8534475148181878,0.0314828989960098,1.756998964760798,East,Corporate,Distributor,Standard,106.58
1.3366210724697911,-0.3962749489189336,3.673113361413909,-2.347317929355498,0.1682724392458236,-0.7605910359061427,North,Home Office,Online,Premium,113.43
0.5643401732671073,0.1669059764617632,-0.6074259109200666,-1.1882348936213774,-0.219391334359871,-1.0334415601558853,North,Corporate,Retail,Premium,-0.23
1.4475316418638269,0.0525434376749669,-2.16347175276784,-0.8933542086472736,0.1327954880780852,1.00623749932929,South,Home Office,Retail,Standard,152.93
0.042632267167685,-1.0583326851345876,0.6385306878430993,0.1128463710568094,-0.7154438013643931,0.8235950289340708,East,Consumer,Retail,Standard,27.05
0.0156116208706512,-0.6382618966788072,-0.0906606622391997,1.802196373176881,0.1871266827433245,0.3732320347640491,South,Corporate,Distributor,Premium,42.72
0.4665983675245085,-1.0801530192152622,0.6452511992282196,-0.7875931666723295,1.1843204783669266,0.4614141906512866,South,Corporate,Retail,Premium,70.04
0.2520210701609046,-0.3516093415625801,0.3580746845877147,-0.0575030814733182,,-0.5054672057671037,South,Consumer,Distributor,Basic,-35.52
0.0610801568043648,1.095881660695312,0.6736285540031479,-0.3841626792807303,0.1747678013614587,0.5736679621804462,East,Consumer,Online,Basic,44.68
0.0041601758636153,-1.1884803002131257,-0.3931765643827164,-2.0421112475918126,1.0866850643526689,0.7864659310389661,West,Consumer,Online,Standard,37.81
-0.9352483628534886,0.9917900606030936,0.2234987380092919,-0.912349341769876,0.6888866299280624,-1.0870799767102295,North,Home Office,Retail,Basic,-107.07
-0.0943012972759374,0.9966308020788468,1.3086892706426414,0.2425889369567246,0.8445534692036526,-1.1533166386803426,East,Corporate,Retail,Basic,-29.73
0.7035745635349121,-0.0777134017607837,-0.1774859196306777,-0.5859406048408535,1.75494062397357,0.8589023378196684,East,Corporate,Online,Standard,146.63
-0.1645674732814159,-0.7611339194586052,-0.6584502589951987,-1.0746125494450094,1.4609206648943536,0.6800888508145748,West,Corporate,Retail,Standard,40.68
-1.271256441410786,-0.6398098608026259,-0.6328927895271521,-0.5427525357124259,-0.0776678240423159,0.4181737166714901,West,Home Office,Distributor,Premium,-72.06
-1.0179894725329597,-0.8585198177188771,0.65919894471315,-1.3048683931637088,0.5134332279498411,0.2523656157630821,West,Home Office,Distributor,,-75.44
-0.197868453857143,0.7627198178114848,-0.0976060825883457,1.114083254521761,-0.6650025278856966,-0.8186017132028889,North,Consumer,Retail,Basic,-65.53
0.7424942758560208,-1.0995352473895172,0.7595693594901205,0.591634572089068,-0.246210149466778,1.4571302891958955,,Corporate,Retail,Standard,105.93
-0.5156534671657586,0.4027119930936441,-0.4992437176265503,0.2928710833103362,-1.1395827759735724,-0.2802080410330215,East,Home Office,Distributor,Basic,-71.38
0.7506199085553258,-0.2035826492456601,-1.860805600730759,-1.2203917469546857,0.809037074675627,-1.4330192006679294,East,Corporate,Distributor,Premium,-9.1
-0.4778714287192874,-0.3195279088598937,0.8280186768159601,-2.546567793894749,-0.8145965785677527,0.06201201264826,North,Home Office,Retail,Standard,-43.91
-0.1049553656695697,,-0.6817574294053599,-2.0182806007378784,-0.4607396853031213,0.4640233992118063,North,Corporate,Distributor,Basic,-18.2
-0.6699818869190866,1.200171304336795,0.022497917321623,-0.0857665054851034,1.644906535375484,-1.477027162412436,South,Consumer,Distributor,Premium,-86.3
-0.3408223376203003,-0.642782492842403,-0.5353738512289941,0.5833209955175002,0.5168491015437123,-0.3890382858208899,South,Home Office,Distributor,Basic,-72.85
-0.6059932264287129,-0.2235097817784863,-0.158569237360099,-0.0734854082894733,0.0524054985080805,-0.7943027328588451,South,Home Office,Distributor,Premium,-54.75
0.0098597083568598,-1.0638213962713063,0.4669682568635776,0.9157981906377672,0.0068059976094818,0.6591002189979691,West,Corporate,Retail,Standard,-0.71
-1.328522600000908,-0.9647723452486964,0.9277025248186176,-0.5794360406881911,0.8971309284536694,-0.6820232304468683,West,Home Office,Online,,-118.44
-0.1935224257952571,-0.6111794363019668,-0.3093269751866878,-0.1125393832831262,-1.4948689100504473,0.3429680122397502,East,Corporate,Retail,Standard,-29.79
-0.0896596279004756,-1.079134526497606,-0.7108651000252609,-2.1883788020755075,-0.0853210891402361,1.5628029525596805,South,Corporate,Online,Premium,57.16
-0.0265239936088535,1.2721969209464117,0.0651230275165785,0.0149182231140483,-0.0742474745681333,0.5546380903896266,West,Corporate,Online,Basic,51.74
0.6501963058700917,-0.8532610092370633,0.624729608027691,-0.7652123852251832,-0.0478699760827379,0.5238922968191677,South,Home Office,Retail,Basic,111.55
0.0659444631354103,-1.6335397389036026,0.4387920618556766,1.352519000344112,-0.1381978481372532,0.2144123355024009,East,Consumer,Online,Premium,3.13
-0.2879552461461261,-0.9210447117475016,-1.008529931856319,1.955470470752006,0.1373580408628489,0.2788088388754075,South,Consumer,Distributor,Premium,-28.71
-0.1168945846554198,1.2462839178536964,-0.9019096866332228,-0.0427277290904326,1.6749178611208997,-0.2971948938261996,South,Consumer,Online,Standard,9.79
0.1599270354481118,-1.2016419287892324,-0.6979187165602887,-1.2380606072880085,-0.4415549628995383,-0.8940012468963073,South,Corporate,Distributor,Basic,-61.23
-0.0473095553673028,-0.9479053684961568,-0.9567906363220412,0.1893219265616472,0.6214195573898994,0.8626241988683967,South,Consumer,Online,Premium,8.74
-1.325232295114932,0.5749640485509104,-1.185706367230261,-1.2235633266469903,-0.5259418404348357,0.2352934131512333,East,Corporate,Online,Standard,-125.81
-1.3808753442957034,0.0947847110146404,1.182867908575746,0.6224657691809057,-0.5973356678342766,-0.8900792599804032,West,Corporate,Distributor,Premium,-153.4
-0.3468224662402032,-0.8813091437894356,0.7668291957572858,-0.1784826716511292,0.8110910307992237,-0.2272942629706761,North,Corporate,Online,Basic,-46.4
-1.1097162562607772,-0.7330501772727684,-0.1235557431386032,-0.9922796028973104,-0.1216914626256393,1.5000855043634864,East,Corporate,Retail,Standard,-13.07
0.738622484073831,,-1.2986802770818162,-0.6816722685553867,-0.0629616810475768,-1.5748358199487071,North,Consumer,Online,Premium,-35.84
0.1230977330546512,0.7742744115408451,-0.6516674071207728,-0.2012899782851457,-0.9656100527078874,1.1690963068817255,North,Corporate,Online,Standard,31.59
0.7464565015023964,-1.0998769323781352,-0.8065149790400253,-1.0600280855437902,,1.161741885816286,West,Home Office,Distributor,Standard,75.43
1.1732890527951525,0.3742791169048436,0.0982610843878182,0.2386480147967341,-0.881656503697019,-1.0449330091151594,North,Corporate,Distributor,Standard,10.77
0.2813889404121553,1.47435011097645,-1.991472289147804,-1.3869159550368455,0.0678375124091065,-0.1713635634433107,North,Home Office,Retail,Standard,1.18
1.1408559420337645,-0.1520283314585792,2.013083511864346,1.365239820596764,0.4592028741315775,1.0527697242601333,South,Home Office,Distributor,Standard,176.28
-1.742319138823323,0.9158387128739806,1.0850584097540297,-1.5289205996326376,-1.877385918638076,0.3091821037888563,East,Consumer,Retail,Premium,-118.41
-0.497020333832841,1.7405668140935573,-0.9865309556266204,-0.1415289642608751,-0.7933591754677234,-1.64808375612781,South,Consumer,Distributor,Standard,-155.34
0.2834669413408308,0.4180934125585873,0.3117164512712292,0.995536292168864,-0.3689131425590171,1.0484984307433276,South,Home Office,Distributor,Standard,70.95
-0.8435353748557195,-1.0327814443594614,0.2742447829199077,-1.019038592916227,0.8025908134643966,0.0191279311985012,South,Corporate,Distributor,Basic,-64.38
-0.3714605417371654,-1.832974858622591,-0.1757984260527207,1.4477229899587227,0.5858854211287955,1.0287161685033794,West,Consumer,Retail,Basic,-17.24
-0.551649140207896,1.937736137703748,-0.8754695951220175,0.8954961937886887,0.1791016762333256,-1.4547929134198467,North,Corporate,Online,Premium,-100.97
-0.8146258587145999,-1.5224308114535403,-2.254712332715432,1.795830178809973,,-1.0095879945612525,West,Home Office,Retail,Premium,-130.01
-0.2466267637312338,-0.651976470191518,0.4310028046199576,-0.1047954179424936,-0.3142981792741116,-2.348954584854268,North,Consumer,Distributor,Premium,-162.16
0.2521886605632716,0.8133728647703535,-1.046199129978052,-2.362190210637244,0.4554739682658548,0.412344798781882,West,Corporate,Distributor,Premium,26.58
1.4359253772062208,0.5739537681738965,0.5122066857219527,-1.4495276028001465,-0.2738200452111511,-0.5393310662706176,North,Consumer,Online,Premium,80.3
3.008769945983927,-1.0652416776974825,-0.2411911465008346,0.3632777936577548,0.2701665782260465,0.4567443989806883,East,Corporate,Retail,Basic,235.82
1.1420578135789927,1.9233075067052168,0.0773467713062157,0.842531847252194,0.9605033595147928,1.1632494100231296,North,Home Office,Distributor,Basic,164.28
-1.5779318030049712,1.035381281445183,-0.6480572641227423,0.1144238653001915,,0.1953615008584368,East,Home Office,Retail,Basic,-101.47
-1.036532408156887,-0.0553333237357644,-0.3241718693268268,0.7032627948039458,-1.028348242443772,1.929183535495688,East,Consumer,Distributor,Basic,14.08
-0.0876005281473227,1.066105405062651,0.5662886176640657,0.072697404945679,-0.7609301811898251,0.2864040403339181,North,Home Office,Distributor,Basic,41.36
1.4715013923383995,1.3175722086392845,-1.9506141873079232,0.1418672405429046,1.3140131498143948,-0.3287126767784469,North,Home Office,Distributor,Standard,137.4
-1.0047648480050495,-0.0381106560430137,1.0810032643736744,0.1024716062568019,2.220849287404272,-0.4343027037750953,North,Consumer,Distributor,Premium,-62.79
1.483878790921607,0.1263756340251134,-0.1945623489347455,-0.6983069007729411,-0.913886265128225,-1.9065037242322285,West,Consumer,Retail,Basic,11.95
-0.5153888851308835,-0.8777601522645908,-0.9264089505665012,-0.7529856312546804,0.0349260596163647,-0.0175820270475394,North,Corporate,Distributor,Basic,-63.27
0.4889553832047011,-0.2280323868450651,-0.2875397043202343,-0.5206962430632512,-0.3550384751594929,2.62838676365654,West,Consumer,Retail,Basic,155.88
-2.259603821160628,-0.2326445429670244,0.007362371799253,-0.0643036117866007,,1.0761186337682591,North,Home Office,Distributor,Standard,-167.04
0.114156738448102,-1.332766164030129,0.5555004679739648,-0.8178675600998732,0.6060625592309975,-0.4752375183249781,West,Corporate,Retail,Premium,-17.01
1.1227243695191396,-1.3635397373992475,-0.9896975181081706,-0.761246764972371,-0.693961574836587,-0.5514016060941215,East,Corporate,Distributor,Basic,9.79
2.061015264592536,0.5641293943769908,-1.615926134825789,1.5168029654335662,0.1273122070843974,-0.7131641360812019,West,Corporate,Online,Premium,107.34
-0.9448289447039914,0.9366549113017472,-1.6157708185921,0.2493215454049153,0.540005646312808,0.0130447058708222,East,Consumer,Retail,Standard,-43.6
-1.9960800354378023,0.97852599906845,-0.0114742804603665,1.2892321356198595,1.868093079498231,0.841414546227616,North,Corporate,Distributor,Premium,-93.11
1.0416818551977736,0.0104135235169211,0.2355046739815664,0.1783205908770517,-2.0559699449248856,0.1997011313306432,North,Home Office,Online,Standard,52.31
-0.0069941312478181,0.0055787650355733,1.8354657843362516,-0.3395883162491437,1.0461484597229325,0.4649715824301019,East,Home Office,Distributor,Standard,58.01
2.392427699544675,0.0081111311321566,-0.5149034166030528,-1.2259816200335552,1.3275878846008953,0.2512938766496164,West,Corporate,Retail,Standard,228.9
1.0137543699798974,0.8991578285974533,-0.4163692293393514,0.7197339936703754,-0.2306076802175789,-0.5456958187960741,East,Home Office,Online,Basic,36.54
0.3781337849887687,-1.3355622606501505,-0.7685778519775027,-0.3694553798200619,0.1315352368684344,1.0706594257478672,,Home Office,Online,Basic,57.58
-0.0256315505310477,0.2199048630135941,1.3897385570925715,0.6688301211396205,-0.5826874546677386,1.0491235088926087,East,Consumer,Distributor,Standard,75.85
0.4441755326735838,0.2729570895537829,-0.1733242838885824,-1.3217493114498289,-0.2983842673849131,-0.8237604852752222,North,Corporate,Online,Basic,-6.96
2.818025425190846,0.4803972166966466,0.7449361832774888,-1.8670227326582636,1.2296679665879064,-0.4021153060461225,West,Home Office,Retail,Premium,262.17
-0.3001511014292616,2.036221598190247,-0.0110539796871949,-0.4696068453504184,0.1223233086235914,0.112645580880792,East,Consumer,Online,Basic,9.66
-0.7748260341327388,-1.3993600048133317,0.0737831442384715,0.2171466277181363,0.8470263419281064,-1.9555582590381504,East,Home Office,Online,,-149.95
-1.0106836717750771,-0.2106047348700948,-0.2186511991451894,0.0084428570510395,0.2810995669720898,0.8949754530359204,West,Corporate,Online,Standard,-43.26
0.2479313110314944,0.5646363807654483,-0.1135224194816632,0.0909074096260594,0.1866014366210278,-0.8169387128244925,West,Consumer,Online,Standard,-25.9
0.1018736262824254,0.2131335218420151,0.7950972699809693,-0.5814361619081185,-2.985914392025789,-0.5041071074811571,South,Corporate,Retail,Basic,-33.63
-1.2159166571443591,-0.0645368984122522,-0.5126684738467506,1.100739701966786,-0.1222121667198635,1.8810980507060444,South,Consumer,Distributor,Premium,-16.79
0.0164777211304006,0.0732765401390261,1.78245257434864,1.4157604516112987,-0.4058935491649788,0.4945713760929723,West,Corporate,Distributor,Premium,39.54
-0.8420033296556675,,-0.2329382179853293,0.3680887971086775,0.2829102024456081,-1.4378365812090603,South,Home Office,Online,Basic,-137.61
0.5435846226554258,0.2856338386392203,1.3290341932772147,0.3766694791042249,-0.7954216854669791,-0.3345073060177755,North,Home Office,Distributor,Premium,32.43
-1.9674202024048175,0.2583716494834446,-0.4490043900069589,-0.1404438074841604,-1.4833698613857995,-1.2678837519183763,South,Consumer,Retail,Standard,-259.69
0.6473855514530534,0.7666367924792883,1.6884483235749703,-0.963953257085345,-0.933106238957099,-0.8646854677339677,South,Consumer,Retail,Premium,-4.12
0.4055191288116634,1.5474075280990738,0.6450048601072074,0.4673461344854873,-1.254179153260916,-0.0074344777957579,West,Corporate,Distributor,Standard,45.33
1.3506314300413058,-0.2551477112631539,-0.272597050576689,-0.7238461457795713,0.8238544104257057,2.3990188978899765,South,Corporate,Retail,Premium,236.05
-0.7215795857189524,-0.8748989894468645,0.2642454592366014,-0.0826337071186062,-0.0492976255260679,-0.6274844304223264,South,Consumer,Retail,Premium,-82.7
0.0347612026758729,-1.2912318280465085,-0.9697373450730956,1.332618962264542,,-0.4717092352897288,North,Corporate,Distributor,Standard,-71.82
0.3819154487897797,-1.057594186904926,1.414704444037033,-0.5245888170374197,-1.2432361858348282,0.2426621898987024,West,Home Office,Online,Standard,49.98
-1.3500839668995994,-2.5748598600035124,-1.2169780751997374,1.1607172528058107,-0.5750568131023351,1.7145269599522224,North,Home Office,Online,Standard,-70.37
0.1328057799415163,0.2142209398439585,0.959784768052392,1.7285065459446345,0.2159180847885969,-1.4123922326651603,West,Home Office,Distributor,Basic,-43.45
-0.1836787185807654,-0.9082171582618852,1.3292761084830906,-1.4113705317778888,-0.0784973662469884,0.5997185700512134,,Consumer,Online,Premium,23.39
0.6473309860968571,0.101351717168119,0.0271641101627408,-0.8052002404084351,0.7825489033525204,-0.3364989553386094,East,Consumer,Retail,Standard,51.08
2.28258604912672,1.149078865174611,-0.3650187776899939,0.5944137281858771,-0.6984818744162246,0.2798045483417207,East,Home Office,Online,Basic,210.1
-1.2840917274681387,-0.3328133417032399,-0.6242124305433714,-1.6627388368310632,1.2739925220606216,1.6089428324130892,West,Corporate,Distributor,Basic,-9.0
0.8355577789975445,-0.5986204156146449,-1.991546384008806,-1.8352211582971911,-1.002340052436202,-1.67863935163489,North,Corporate,Distributor,Premium,-75.75
-0.0019414595992607,-2.6899209966423494,-0.5756727777512599,1.3952256186898433,-2.059763689454065,1.7890593474476515,West,Corporate,Retail,Premium,-4.69
0.4110212786622881,0.8683186554469439,0.3010797388679572,0.8910140592413303,0.8945572225968806,0.2919799993671403,West,Corporate,Online,Standard,84.91
-0.4343868463030282,-1.0423017521736009,-0.3946096398788753,-0.2102116024228359,-0.2704103715854026,0.0313987733950047,,Home Office,Distributor,Standard,-64.73
