applicant_income,coapplicant_income,loan_amount,loan_term_months,credit_score,existing_emi_count,branch_region,employment_type,application_channel,loan_scheme,loan_approved
-0.1913084978423871,-1.8695272275308912,-1.7305023790144327,1.16103302632788,-1.3324415192051786,0.390604713903034,,Corporate,Retail,Basic,1
-0.736651583427329,-3.872500352483464,-0.7396573473855976,2.4461919569039234,2.4189475242661027,2.932672854893081,South,Corporate,Online,Standard,1
-1.439458938632142,-0.7768887042261694,2.4852873673815203,0.8886302703608042,-0.1685230620358105,-0.641414018051784,East,Consumer,Distributor,Premium,0
-2.9433452801739515,-3.5653919962584704,2.3562978056455712,1.7498568394459997,-0.2366951070499299,1.1311382694332657,North,Corporate,Distributor,Premium,0
-1.0846959797627138,-0.9033937045636248,-1.0095343487022015,-1.1086262673239222,-0.4679660463736453,0.6503761757658915,South,Home Office,Online,Basic,1
2.373165297368577,0.8574115431597136,-0.3949019395920887,2.3297687466367942,0.4901786259739025,-1.0766666701786771,West,Consumer,Retail,Standard,0
-0.1042126379240192,-0.8492590667467219,-0.0208576574700214,0.9841860919985,1.1374187654803611,0.0860828407838592,West,Consumer,Online,Standard,1
-2.0843641914087048,-2.886052487718496,1.8514615797476788,1.2770117945028576,,1.887589022657902,East,Corporate,Online,Standard,0
-0.4206106083999156,-1.33861446381934,0.7166925388022998,0.754519436740645,-0.0974261607160073,1.813486163628544,South,Home Office,Distributor,Premium,0
-3.5597288020252607,-3.445316605886555,1.0690686412860546,1.5499190349518497,0.9608665561400312,-1.780084181393064,East,Consumer,Retail,Premium,1
-1.636598615290037,-2.122517495251137,2.498355988207209,1.7148300274421628,0.0495216442492671,0.866334981144594,West,Corporate,Online,Basic,0
-1.2708207462361265,-2.3417887367255625,-0.759154857138576,0.8517135566950386,1.2848738256744547,0.518715243543509,West,Corporate,Retail,Premium,1
-1.7778534182508243,-2.7339255547594936,-1.6967201253154744,0.7482790286742078,0.4904479640308522,-0.5551411659940058,South,Consumer,Retail,Basic,1
-0.8120836677392265,-1.918151000616999,-0.8154300910527019,2.1087034366248547,0.3487720484135438,-1.898358375600484,South,Consumer,Distributor,Basic,1
-4.062098058274053,-3.121650655955281,1.609938034871862,0.7503143219769782,-0.8680583347961727,-1.8155768009215367,East,Consumer,Distributor,Premium,1
-2.453512452590489,-3.5669494045453574,3.442207126542811,2.509568993517062,2.437623803521358,2.112692731990056,West,Corporate,Retail,Standard,0
0.2632026743869986,-0.0472925173635351,0.1588528418761687,1.0311933830964624,-0.128050625536768,-1.000769180236,West,Home Office,Distributor,Basic,1
-1.171426127917093,-3.111522222868267,0.1368851582082841,2.4237996891417186,-0.7396622100908359,0.7818871637867613,East,Consumer,Retail,Standard,0
-1.4584693998654503,-2.154059759547644,-1.5018464050267366,0.995451948553705,1.0550898102904112,-1.5409794718890266,North,Home Office,Distributor,Basic,1
0.0009658245441424,-0.6750972015063907,0.0106601864180746,1.2385683794762965,-1.2397842941379078,-0.5603410193187788,North,Home Office,Retail,Standard,1
-0.4458259873288003,-0.5403949212937635,-0.5173329203126261,0.2841449276246489,0.5533198887016466,-0.8096861585249728,North,Home Office,Online,Premium,1
-0.8172033802111995,-4.113748685770329,-0.6303549063353151,2.67900909723778,0.098884380836457,3.0404518583177333,North,Consumer,Retail,Premium,1
-1.6889585806184804,-1.9971742175530791,3.112310693841929,0.3501210791623116,-0.9563797835013482,3.674845761491344,East,Home Office,Online,Basic,0
0.2257472263059698,0.8967748355129157,2.481782103502915,-0.482952035491667,-1.240868868264321,1.8010990419390156,South,Home Office,Online,Standard,0
-2.24373460952779,-2.793014988879445,0.0505322726246966,0.8456272394717022,-0.0046540935008484,0.1091755306315451,North,Corporate,Retail,,1
1.229860150708666,0.1879942051507919,0.9584847767512186,2.167067533098828,1.0461026464478935,-0.4551523815043097,West,Consumer,Retail,Standard,0
-1.5752245246078929,-2.512389592164697,-0.3055910751568564,1.139051756453937,1.193310686062607,0.1316823416472253,North,Home Office,Retail,Premium,1
-0.8077260251724363,-0.502918083987465,2.2001470975123363,0.2591617644833565,-2.4269889914920797,1.1479451987063127,West,Corporate,Retail,Standard,0
2.200693744159829,0.6286597806674464,-0.7730516699049546,2.2026213915558874,,-1.0761317080237294,North,Home Office,Distributor,Standard,0
0.7498498118978436,1.096246640646006,1.275044639409127,0.1537401236001145,-0.8924433745470991,0.0918704587407901,East,Consumer,Distributor,Basic,0
-0.652766782074099,1.0394503611502204,2.618967260724177,-0.4231573104573769,-0.9804657250799657,-0.8001266872405642,South,Home Office,Distributor,Standard,0
-0.6807541231476901,-0.8122042084237194,-0.8783384537653954,0.517699409725759,2.0490912621877557,-1.5268873334624358,South,Home Office,Retail,Standard,1
0.0778269566286381,1.1406062248012474,2.855017040778875,0.5051756219326289,-0.2290915806707367,-0.7156839963882724,East,Home Office,Distributor,Premium,0
0.6743890555428642,-0.5037769691039067,-2.7899129928476327,-0.7713084119999938,1.839750896171508,1.5317748977623191,North,Corporate,Retail,Basic,1
0.6706144670808886,1.2173079989444082,1.00378930550626,0.3570192866987939,-0.5376646696294535,-1.1162447110277165,East,Consumer,Distributor,Standard,0
-2.6507211496769694,-3.6121846694329833,-2.471446874307635,0.3486899913618766,0.3392445922304799,-0.5313156204938143,South,Corporate,Distributor,Premium,1
1.4341926098354716,1.5990208912875608,-0.4786741515348269,0.362442289418122,1.600082094734239,-1.7853721368342437,North,Home Office,Distributor,Basic,0
-0.9651599128031534,-1.3962851505070977,2.3081686447899825,0.7710214797588096,1.1628299388350751,2.25838451582469,South,Home Office,Distributor,Premium,0
-0.1557555251787205,-0.3209813838735725,-0.287149986088152,0.6547820370034809,-1.2956088218506014,-1.1096092312542905,North,Corporate,Online,Basic,1
-1.0138325953356115,-2.163820545007834,-1.4776072243241716,0.6766255889072005,-0.9403324857637164,0.2630724425165357,North,Home Office,Online,Premium,1
-3.605214615007302,-5.624414435448031,0.9354084169490114,1.8720773749869215,0.6850563895852518,3.14156212927332,North,Consumer,Distributor,Basic,0
-2.6726413636387694,-3.5304422069336105,-2.7480555567860323,1.303015488311956,1.0528530634725533,-2.9312411506827303,West,Consumer,Online,Standard,1
-0.415953924881308,-1.5048771923830426,-2.111809289705029,0.6497548450963753,-0.0447277574699624,-0.5901814804376724,North,Consumer,Retail,Premium,1
-2.404335336316372,-2.7276520019403643,-0.1827202211054649,0.4390380330671667,-0.661639720360361,0.049051344641584,East,Corporate,Online,Standard,1
-0.8042417677546578,-3.1073658726266533,-1.0146966631953256,1.0273768488448427,-1.538964179537267,3.1415076225954244,North,Home Office,Retail,Standard,1
-0.9020049344662724,-2.756811144981969,-1.1771653522070693,1.8349432855463497,-1.279699907439794,0.2358122668638319,North,Home Office,Online,Standard,1
0.1883606105524804,-0.1774340070892911,0.8529815012077713,0.3904992819222199,0.4685321650467229,1.130637237661411,West,Corporate,Retail,Basic,0
-1.1484026146519712,-1.7759304236620628,0.5016642497225073,1.4811211802605038,-0.3906019753876107,-0.5145624324196629,South,Corporate,Online,Basic,0
-1.4662224371823838,-1.9444439262711173,1.5882094602840788,0.6880469415403121,0.3216582106185195,1.8112566341088907,South,Home Office,Retail,Premium,0
2.53757695969641,1.112657678223434,-1.235905259802077,1.9728707733887432,-0.7330782519292184,-1.5601188928855476,South,Home Office,Online,Standard,0
-0.1562265412474499,0.0568821722781388,2.933746725869362,-0.207844725103973,-0.0342267159084133,3.0179399686115578,South,Consumer,Distributor,Basic,0
-2.0625586116883428,-3.1806318994387723,-0.006292318958464,1.2627697636474395,0.4370847486487118,0.7459173538227392,West,Consumer,Retail,Premium,1
-1.2113725901986645,-3.708646407573288,-0.5361746215825116,2.2813610386935954,-0.0869787114777416,1.8134396768666523,South,Home Office,Distributor,,1
-2.138551938934934,-3.76968795523952,0.5583027091112536,1.603921608021567,-0.3763909489289794,2.076043393624492,North,Consumer,Retail,Standard,1
0.0596681870615933,-2.983101382162557,-1.818146101813744,2.097129063496183,,2.1118710163101237,North,Consumer,Distributor,Basic,1
-1.8113392660148016,-3.9706153574612015,0.0853701168183878,1.6071962074643058,-0.8107084129619935,2.933163004910725,West,Home Office,Online,Premium,1
-2.1821306353099805,-2.2151128059052065,-0.1155856778856958,0.0742363644044099,1.382748028045951,0.0263557482011796,West,Home Office,Distributor,Basic,1
0.9569210768597844,0.9159577090804716,0.6813509444042665,1.6958496703909436,-0.4785105119267618,-2.490925890204624,North,Consumer,Online,Basic,1
-0.4907277573815393,-1.674289820079456,-0.959664556452348,1.719153989548753,0.2607671408474168,-1.1326103764665565,West,Consumer,Retail,Basic,0
0.3822421943335605,0.2869007524362479,0.3507373874381063,0.3135505658541512,1.661099436761892,-0.0032600742182302,South,Consumer,Online,Premium,0
0.923697015872082,-0.1935551596095652,1.8505770602622995,2.583907190330198,0.6682968852382686,-0.0589608722127223,West,Consumer,Distributor,Basic,0
1.58997821049252,2.034284380450978,-0.5565823919978254,0.02046503973978,-0.7447345273212279,-1.973454376807597,East,Home Office,Online,Premium,0
1.1932260147107063,2.0495676085188617,0.5889504799727279,-0.0717741903739153,0.6052296398409803,-1.6173510912228386,East,Home Office,Distributor,Standard,0
-0.1135361877907452,-0.6892896849547602,-1.171479347320867,0.388910579960443,0.3122764714926695,-0.4682752532530874,South,Consumer,Retail,Basic,0
2.019743586858932,1.4055252269317486,-0.2388576784805076,1.390208782522106,1.9916461440260715,-1.4753554496907575,East,Corporate,Retail,Basic,0
-1.4099894470896883,-2.189986149355036,-1.3454709999772123,1.0317671517289453,0.3965904015922976,-1.2213208004103209,North,Consumer,Online,Basic,1
0.7680579671887204,1.3611510311172774,2.013851301492672,0.7694637630381632,0.0264249828436509,-0.9462465359932998,East,Home Office,Retail,Premium,0
0.066016037998178,0.050258823232381,-0.1286840557940913,0.9522429755364517,0.3499023788788443,-1.926426352942947,North,Consumer,Distributor,Standard,1
-1.2008642896955428,-2.184497048424561,0.8145634410326892,1.4864552333315242,0.8069252075895658,0.7663137435658121,South,Corporate,Online,Standard,0
0.4949774449792823,0.0772535924673811,-2.589904253280796,-1.269573161973056,0.5039340656233364,0.6949276997586658,West,Consumer,Online,Standard,1
1.6177712717828343,1.804927581624845,1.3800090578364714,0.915234093227594,-1.49061527529368,-0.9104236536372556,East,Home Office,Retail,Premium,1
0.569639029406895,1.101412492485382,1.601102568605928,0.6567940166886452,0.5361911959503973,-0.9949842928539876,North,Corporate,Distributor,Standard,0
-0.3524289103717458,1.525790080069632,3.2075602870343074,-0.2040862555693587,0.8533293398272112,-1.1063800875857042,East,Home Office,Distributor,Premium,0
0.5987234866391928,1.6350255552144015,2.1242566287068456,0.2879667113950024,-0.3723171772058342,-1.0687186829278623,East,Consumer,Distributor,Standard,0
-0.928330486881673,-1.4687487224444769,-1.0138129260720528,1.2336130833735883,-1.080489525611467,-1.932129558218438,West,Corporate,Online,Premium,1
-0.6613962805577229,-1.310150909000808,-0.6936072317396973,1.271338026168282,-0.9203439408348496,-1.3949073076542735,East,Corporate,Distributor,Basic,1
0.8458285287835847,-2.32817311559931,-2.541100109316852,1.809839935708148,1.1170839739750662,2.155243706891027,East,Home Office,Online,Standard,1
-1.3406463285372794,-3.0979230675765104,-0.6296677733541425,1.0702376004849714,-1.414859303098586,2.073598245463418,East,Consumer,Distributor,Standard,1
0.065133840621495,0.3911012266138333,1.9377309683328676,0.8667780363514798,1.246805060257538,-0.4376457203068239,East,Corporate,Online,Standard,0
-0.6547811042222975,,-0.6431635683550949,1.4292096589270045,-0.9315161195978438,-1.361706258114122,South,Home Office,Online,Standard,1
-2.9201907999342827,-2.958783061568609,0.5351326879900384,0.6620926416935522,-0.235939248509183,-0.3108669946832012,South,Home Office,Retail,Basic,1
-0.1307206525255577,2.7076015016314807,2.734258005106815,-1.5913609549271204,-2.3157541738980614,-1.5386136585290406,East,Consumer,Online,Standard,0
1.1223789346253323,0.803594752633105,1.5680925437742566,1.6353129763809964,-0.1056243097114591,-0.6922973516664842,East,Home Office,Distributor,Premium,0
-0.7358617180155083,-2.829784858050445,-1.2552677832202883,1.9828387051250385,1.7912923119679696,0.4889737430468817,East,Corporate,Distributor,Standard,1
0.9532079553105772,0.0397392747111956,1.148978111512547,2.097837978409994,0.0118930142184292,-0.4322765270185194,West,Consumer,Distributor,Standard,0
1.0356687263603237,1.2743420173286704,1.9240602146700887,1.1490796294260572,1.6054394227983668,-0.852017227617544,South,Home Office,Retail,Standard,0
-1.0847469013818152,-2.275903908999763,-0.972306187480836,1.5827573308366067,-0.6305095619664915,-0.8089559979703698,East,Home Office,Online,Basic,1
-1.7811879755871831,-3.483022014198233,0.8014742031234416,2.4273506041155093,1.149720158293292,0.9171022894955544,West,Consumer,Retail,Premium,0
-1.6125506861444192,-2.4674256062479225,-1.6551095842728754,1.2010167328921804,1.6473273949144696,-1.6617896385148418,North,Home Office,Retail,Standard,1
-0.2051092120301614,-0.8720580965810671,-0.2812126483619737,1.3870702733679885,0.6456124705601968,-1.1650943762585824,West,Home Office,Distributor,Standard,1
-0.5934392598604381,-0.4969346505286711,0.8818426973527898,1.216305723278642,0.9914129685443296,-1.575811138689112,South,Corporate,Distributor,Standard,0
1.1572808167345978,0.1291598717554437,1.3472624616096536,2.2849640122256725,-0.3505833229649472,-0.2901782038965178,South,Home Office,Distributor,Premium,0
-0.9762931543313964,-1.3351541784622596,1.6314705941859824,0.4632853351154246,0.7714029927278224,1.924465009155132,East,Corporate,Distributor,Standard,0
-0.2927476878720869,-2.024838584393082,-1.8039219984441464,1.147122752832355,-0.0434725188588186,0.4907830233502332,South,Consumer,Distributor,Premium,1
2.207900571613653,2.8898103237489456,1.9029592950840335,0.6540553932760138,-0.2609061971743631,-1.2173287635235364,East,Corporate,Distributor,Basic,1
-0.6028695913869597,-2.2841808556112526,-0.9495469596853414,1.7682557477053988,1.0117332499364653,0.11966698837485,West,Corporate,Distributor,Standard,0
2.910610549134277,-0.2255689618689908,-1.7244988661426048,3.701252680282109,-1.3504296618577185,-0.8779271747923405,East,Consumer,Distributor,Standard,0
-0.4719113646489221,-0.79412980450432,-0.6747305289042113,1.4978898190753558,-1.0594242955281474,-2.695149301349202,East,Home Office,Distributor,Premium,1
-0.7855869536944016,,-1.285030782425349,1.2961041731904714,2.313444416958802,0.1693099581512359,East,Home Office,Distributor,Premium,1
-0.9316933758574242,-1.9827833205969587,-1.0282154823753729,0.4610360891805491,,0.8908035371805062,South,Home Office,Distributor,Premium,1
-3.303409613071574,-4.259503425612336,-3.256755858175661,0.2283277855444279,2.402839031976639,-1.1028832145041745,West,Corporate,Retail,Standard,1
-0.5218904755771758,-2.218541770665265,-1.2753952242922193,1.0027628461374427,1.4318348395724751,1.2659632063841697,North,Home Office,Retail,Basic,1
-0.2439979183680005,-2.681962643907748,-1.799433895043734,1.6183860542621722,0.8279215755945061,1.4675432037717582,North,Consumer,Distributor,Premium,1
-1.027319216834889,-0.3822579784032467,3.1585008462593014,-0.1983665299296833,1.025724281576564,2.1753000936894544,South,Corporate,Retail,Standard,0
-0.6169463330865597,-0.863412867811381,-0.6852780314511961,0.2296097797174167,-0.2302579624661907,-0.4664892276649822,East,Consumer,Retail,Premium,1
-2.534978138006457,-3.5534721036611963,-2.3713844843867222,0.0301361863989882,-0.6732120375143896,0.3276109313093533,West,Corporate,Online,Premium,1
-0.3946462435791327,-0.7770967023128351,-0.4344799376582391,0.5325831587885336,0.7998230875227703,-0.4343264374092337,South,Corporate,Retail,Basic,1
-0.1867070695483568,1.22424687115124,2.1210337229024026,-0.4840528164918616,-0.3242248761461367,-0.5173487453242485,West,Home Office,Distributor,Premium,0
2.520145455301418,2.080365349518556,-1.8075543125957625,0.6414756198670568,-0.6354752068080944,-2.249772250022118,North,Consumer,Retail,Basic,0
-1.6179813311893074,-2.981441307634701,-1.5098740667724346,1.782982600477583,0.3772455381855331,-1.2647378409541794,South,Consumer,Retail,Basic,1
-1.4412282499423434,-2.821754604682577,-1.314506176836567,1.5338073414643607,-0.0347624270937981,-0.5476842583880696,East,Consumer,Online,Premium,1
0.1529518074176321,-2.992069946815535,-1.752943666058831,2.2312330486149694,-0.5150194415904509,2.189002590934055,East,Home Office,Online,Standard,1
-2.619172289799139,-1.996117669107748,0.0836135941545266,-0.0662057749221856,-0.5871413564290956,-1.1942262012366562,North,Home Office,Distributor,Basic,1
-0.2807436509342487,,-1.601078684717248,1.0340480516728057,-0.09773015310942,1.074455789268974,North,Consumer,Retail,Standard,1
2.066409525498953,1.0303482045119368,-1.213977299024001,1.450163152602603,-0.3507575866743487,-1.5262685507217266,North,Consumer,Distributor,Basic,0
-2.7050945660947168,-2.001297004199689,0.0347845822119805,0.3112155328006845,0.0955083035491077,-2.1763684666396323,East,Consumer,Retail,Premium,1
-2.8517664787443997,,-2.6034259709013163,0.8029617830720748,-1.2205476824169892,0.5458622862637132,South,Home Office,Retail,Standard,0
1.276153914094616,1.7736710160062426,-0.9157677686573548,-0.228087151009066,-0.1604023457001996,-1.9980814534230904,West,Consumer,Retail,Standard,0
-0.03020502513067,1.1581844610297984,2.382290950884248,0.1097956334578885,-0.6109396985055804,-0.7940928057185588,North,Corporate,Distributor,Premium,0
0.0625822676330198,0.4572344118362009,1.0428232280700231,0.6308425333693357,-0.2171987485700152,-1.1362717373399112,West,Home Office,Retail,Basic,0
0.6328583379352668,0.934032921109018,1.1629137229978812,0.7070884413983989,-0.3752159202857101,-0.9573353812550158,East,Consumer,Retail,Basic,0
-2.014953380396363,-2.684490425710968,0.1090410334006006,0.5496822054793742,0.9204522952245624,1.0375068813419024,West,Consumer,Online,Premium,1
2.5639221647335986,1.3601762134327664,-1.798484623814706,1.4877469982935645,1.310465835733298,-1.8308958970408071,North,Home Office,Retail,Standard,0
0.0727938738072808,-0.1989381134163945,-0.4094534066004809,1.478871466426609,0.0286607241554709,-2.5575876041158256,South,Home Office,Online,Premium,0
0.2421305807131371,0.1207932303082356,-2.703265384147227,-1.0510197965412709,-1.3358953936440938,-0.6110644231511562,East,Consumer,Retail,Basic,1
1.1721120592786036,1.059825537896201,0.9766675026595932,1.3748863562227596,0.5683161187306048,-1.3875754376331988,West,Home Office,Distributor,Standard,1
2.6429719288126323,2.2631872617457143,-1.1784909919871849,0.827188803543725,1.8886144047993048,-2.096301102032728,South,Consumer,Retail,Standard,0
0.3729632424932738,-0.4448675437018512,-2.647648029235408,-1.3733909745603712,0.0770646088860038,1.9076260682114368,West,Consumer,Distributor,Standard,1
0.3734048105365486,0.3998520162441527,-0.8627884518851372,0.6034525907318893,1.1893723110604382,-2.193848288749838,West,Home Office,Distributor,Basic,0
-2.322660063354494,-2.9907266987196994,-2.2425594607294093,-0.1287686427782186,-1.970859394870963,-0.1815509668743491,,Corporate,Online,Standard,1
1.0845853468650404,0.5391590739945433,0.9842947215454424,1.869907387755512,-0.7273941381679787,-1.1659433661880807,East,Consumer,Distributor,Premium,1
-0.7286703543214994,-0.4739554283985084,-1.4352228296870495,-0.9897187012473484,-1.596097626046071,-0.2665418056338389,West,Consumer,Online,Premium,1
0.6402143600386587,0.2801213931833952,0.5776272274080485,1.300827453902205,-1.7143649576380269,-0.967635342470368,East,Home Office,Retail,Standard,1
1.0188059747793723,0.7516797956359809,2.146170434622797,1.7823338297610165,-0.8133534409479763,-0.4763576616905294,East,Corporate,Online,Premium,0
-0.2550265987405136,-1.0924833304737709,-0.1704597190373772,1.0292889098406628,-0.5240392579225501,0.0981271785929334,West,Home Office,Distributor,Premium,1
