transaction_amount,customer_age,account_balance,transaction_hour,merchant_risk_score,failed_login_attempts,transaction_region,customer_type,payment_mode,card_type,fraud_flag
0.144814420541506,-1.7658421303727958,-0.816459676309106,-0.4255133371686386,-1.729515023423336,-0.6481055307990762,East,Corporate,Online,Premium,0
-0.2562303712466274,1.2353672177508446,0.1043978802037662,0.4644434595617985,-3.0245505822609298,2.8887052927821264,West,Home Office,Online,Premium,1
-1.962554502356108,-0.5150523477349935,-0.8339507403229056,1.2236578840816563,-0.749032995004477,-0.9910245120816896,South,Corporate,Distributor,Premium,0
-1.7663847460913655,1.0104347920019092,-0.4752129700196389,2.3374485059316354,-0.5089273222367929,-1.7454392308359734,North,Corporate,Distributor,Standard,0
-2.090534372747526,-1.371456073572701,1.8243400318366885,-0.7294902207234678,1.0653770309821973,1.34011918408737,South,Corporate,Distributor,Basic,0
-1.8912724406380736,0.3166017643786494,1.993777308814296,1.1677721353671122,0.3048949465301288,-0.3887597750279348,North,Home Office,Retail,Standard,0
1.2775466217689004,1.030837333575144,1.987898268359776,-0.9445775250200718,2.6188037336002616,0.6677366427558691,North,Corporate,Distributor,Standard,0
-0.6296279031036299,-0.40229611332418,-0.8704899875834333,0.5443300938154709,-1.1435730663082435,-0.4519994046037936,North,Home Office,Retail,Standard,0
-3.0245676325275443,-0.6338905518375124,0.4973229250496759,0.8744112742073917,0.5651424480751264,-0.0037888330666249,North,Home Office,Distributor,Basic,0
-0.3410391454078709,1.4170134204004432,1.9033504514482376,1.5712619975126758,-2.5152835846783788,0.334164521229087,South,Home Office,Distributor,Standard,1
-0.6511514039276564,-0.5654674274070415,2.22000585404696,0.5721877366520142,-0.5868483370056872,-1.0803110480688651,East,Consumer,Retail,Basic,0
-2.0628546865152213,0.0948815076437259,0.0910846642384106,2.0086085228256705,-1.1075965685915252,-1.6068403894337109,South,Home Office,Distributor,Basic,0
-1.646509831158049,-0.1383443518039964,0.4260808146324901,0.2293071682533437,-1.09197529589592,1.7545903914623049,North,Home Office,Retail,Basic,1
1.499831519023795,0.6669041456474404,-2.892024871216268,-0.3097746063954566,0.6087280921390972,-0.3325029768699881,East,Home Office,Distributor,Premium,1
1.677254699236165,1.859336480137256,1.0244206377602354,0.1680828708963008,-1.8537465698115616,1.6335026801509274,North,Corporate,Distributor,Standard,1
-2.890332910636657,0.7822246285999745,0.0535573446662829,3.024320297537331,-1.3414463085597934,-1.9301268787054977,North,Home Office,Distributor,Basic,0
-0.46163250006912,-1.3686015367595554,-0.7438840222617881,-0.1935109005679067,-0.4004585936672947,-0.7808341240962472,West,Consumer,Online,Standard,0
1.852371632162656,1.0098593301863366,-1.204535731434935,-0.7911294951746595,0.2931996100929162,1.1050203572848134,West,Home Office,Distributor,Standard,1
-0.0788033517423721,-1.930538010708703,1.0203005519712778,0.4149843222078673,-2.7794127790276537,-1.9526454938446796,North,Consumer,Distributor,Standard,0
-0.5559535457670359,1.105610935818082,1.1174631914931374,1.0383892351820736,-0.5509488983480116,0.1331421513362162,East,Corporate,Distributor,Premium,1
-0.8252423160304596,0.0317803800910346,-1.257495131428077,0.9330411606410284,-1.5094434901603035,-0.2863659625972923,South,Consumer,Online,Premium,1
-0.5718300109441437,0.4987258695920683,0.5566514084683164,0.5318057557062104,-1.2808121760529745,0.9115528526172392,East,Home Office,Online,Basic,1
-0.0332865951587577,1.2886999250192654,0.0708538225559204,0.5808282674486995,-3.1723575630457037,2.5415676921592976,South,Home Office,Retail,Standard,1
0.4380267545954474,0.8449780111628618,-1.8483625880709285,0.2276417563641416,-2.2249891852286527,1.611191599054116,West,Corporate,Retail,Premium,1
1.4465664018476665,1.4561252436926342,0.1666318464270258,-0.0025051027738853,-1.6346347710181377,1.5620769210327277,West,Corporate,Retail,Basic,1
1.754836369105414,,-0.4997154357340078,-0.2041174188512971,-0.2352988291258565,0.4369560342963953,South,Consumer,Online,Standard,1
0.428413712221748,-0.0575768452949556,-0.7334112014801356,-0.4837475978400725,-0.1425649910855733,0.6682678125317618,South,Home Office,Online,Basic,1
1.3080705380377893,0.6788196910091797,-1.479400270823778,-0.2735168825306575,-1.1591136771353383,0.91925974510983,South,Corporate,Online,Basic,1
0.2703291699138408,2.363047235400296,0.1867062372864207,1.716849012208608,1.5661195989224947,-1.8609237273620935,West,Consumer,Retail,Standard,0
1.7194599546198135,1.7664318676804136,1.5877813894978492,0.1250191627749112,-1.6354860150213262,1.4158978422033512,East,Home Office,Retail,Premium,1
-1.6883161058109244,1.242934355607766,0.9153453179749852,1.6956365189996696,1.1987157141330755,-1.0602902655631827,East,Corporate,Retail,Basic,0
-0.5632916246037618,0.5591544679833489,-1.1850544707644657,0.3155692804072928,-0.8317962929934773,1.2150588932149915,West,Corporate,Online,Basic,1
-1.5307521509010482,1.4399926991470258,-0.1993762471018982,0.7881066525063282,-0.1122374658556133,2.0015971398706616,South,Consumer,Online,Premium,1
-0.1912138200020171,-1.5770266663992478,-1.3566240829374154,-1.3642416447806618,0.3725450951883056,0.8763820867371259,East,Consumer,Online,Standard,0
-2.6229492789316167,1.7620996519044396,1.0797264102123016,1.2733659383901266,-0.1316381754967952,2.545439513211125,East,Consumer,Retail,Basic,1
-0.6331414501743295,1.043772410098695,1.9785255843557144,1.0476859394078566,-2.75789272434616,1.490263009913198,West,Home Office,Retail,Standard,1
-2.461552419257376,0.3039441017748849,-0.2903579983353765,1.287169753331604,1.255851690078018,-0.656986494135918,North,Consumer,Online,Premium,0
-1.5853526821094848,-1.6268219203914374,-0.7837059184272863,-1.2851869887597895,1.368082351855762,1.5254321178989452,North,Consumer,Distributor,Basic,0
-0.5527957638030729,1.9011232292868183,0.006846526392257,0.7401696502336002,0.3748797779813555,1.4056157648312375,South,Corporate,Retail,Standard,1
-2.3383593622949768,1.73032276493774,0.620242084051456,1.3059525772250875,0.3776566950102169,1.7908818430621043,West,Home Office,Retail,,1
1.8280794724044915,1.288505774783074,-1.892603243347891,0.0237923944803661,-0.095913245504826,-0.1275726944545929,East,Home Office,Online,Basic,1
-2.4545425139355586,0.24545375476794,-0.066581998277649,2.024284645408674,-0.3021081694034438,-1.499390369945779,South,Home Office,Retail,Premium,0
-0.3085223234241985,-1.4203379488533694,1.4399173767651312,-0.5853256405839379,-0.2234192693180694,-0.2175146468476928,North,Corporate,Online,Basic,0
-2.674851398753865,0.0205311689106735,-0.5074620688617986,1.8673988709471396,-0.1443940580985311,-1.316270491413487,East,Home Office,Retail,Standard,0
-0.5501624110594963,1.8192299315907456,0.9604354939020512,0.3637574038970539,,2.150609288538984,North,Home Office,Online,Premium,1
0.2932298303807492,0.6855960312989577,-0.2937596034370393,0.3699177213472434,-1.861041840829277,0.9766627248180796,South,Consumer,Distributor,Basic,1
-2.075499262540124,0.6405122150639648,-0.2910290731814116,0.5596447867623144,-0.4542506919888176,2.1857282488897622,South,Consumer,Retail,Standard,1
-0.9057995630187422,0.7603849096693647,-0.113129984854973,0.8300855863753194,-0.697827038417775,0.5948782064177011,East,Home Office,Distributor,Standard,1
-2.416443193529208,1.431346171777712,0.0468205408542486,1.4479551273843296,-0.7183071105118601,1.79614216970504,North,Home Office,Online,Standard,1
-1.3337871855100825,-0.6685698073069111,-0.7729663895743379,0.8409527340443523,-0.7515610757941782,-1.0069719282112508,West,Consumer,Distributor,,0
0.032068797328624,-2.118100819742238,1.1492080097565869,-1.1279110406186723,-0.4396183447928384,-0.2007066088637561,East,Corporate,Retail,Basic,0
-3.435280641599648,-0.0483025738888875,0.8583885378154615,2.2578194769592805,-0.4738075038273235,-1.2892901173750042,South,Corporate,Retail,Basic,0
-0.8147745026655646,3.182286496337829,-0.4907205050095841,3.752225805790444,0.8067771355551955,-3.7682442233698823,West,Home Office,Distributor,Standard,0
0.8868291897426677,0.6141642719485052,-1.1326898227745184,-0.1626353035088891,0.1130204844443074,0.2301730876496435,West,Consumer,Distributor,Basic,1
0.405647808374725,2.7242215164691554,0.2350614235519598,1.684340024673217,1.6161831418661363,-1.4390220528357027,South,Home Office,Online,Standard,0
-0.7871309764296501,1.6953767151937191,-1.0854931654262117,1.5187694854790994,-1.6602831911245894,0.8160195269994879,South,Home Office,Distributor,Basic,1
-1.598539342360462,1.6373605896580172,-2.0314639348443304,1.0749387278604432,0.6257826256551544,1.2285834093732793,South,Consumer,Retail,Standard,1
1.5449959396250312,-2.725327531722601,0.1822128283344609,-3.6399928706246834,1.1111771611753518,2.1656787534384576,West,Home Office,Retail,Premium,0
-3.7758170796191264,,-1.153087273502304,2.822416094341858,0.8948574110060836,-1.1498135008210597,South,Corporate,Retail,Standard,0
-3.8833236391750585,1.667346025336161,-0.7705464951838993,3.736661000029135,-0.9136248401182978,-1.4880792109459249,South,Corporate,Distributor,Premium,0
-0.8859798023663317,0.8382860440428537,0.890266276829786,1.1276382240644294,,0.5178823648844131,East,Corporate,Online,Standard,1
0.7904715869229755,1.0876487651000215,0.9468882840691416,0.076393867473067,-1.1930829104794825,1.2844850510292465,South,Home Office,Retail,,1
-0.3184054341797033,-0.0683361419180044,1.093145932694573,0.1309718066105973,-1.1819979882143978,0.6847323598699626,West,Consumer,Retail,Basic,1
-2.4221798323296007,0.8757887686990801,0.1671804328707679,1.0988160877644373,-1.036020100081997,2.0108323501056358,West,Consumer,Distributor,Premium,1
-0.8817615293572318,0.8981316543031796,-0.857653333328126,1.1319031344573682,0.3661008359524274,-0.6052773969842009,North,Corporate,Retail,Premium,1
-2.5122466189967865,-0.1866097942625963,0.6453721806821646,2.338375904157001,-1.5985825190819667,-1.987605450481677,South,Home Office,Online,Standard,0
2.721425893660504,1.943244059584827,-0.6912119541248369,-0.4085340417074361,-0.1484659664170744,0.8900969030884066,South,Consumer,Retail,Premium,1
0.893223927730335,0.9625593300210044,0.6660343227254576,-0.1476751929809863,-0.0129698362725216,0.7742830197647524,West,Home Office,Online,Basic,0
-2.1560375361022768,0.2896945825950551,-1.007360319394754,1.4796960588676296,0.5309125262963774,-1.0095821538825782,East,Corporate,Online,Basic,0
-0.7656695999238654,-0.1614183873368677,0.1191266553100441,0.681516058608176,-0.2079822269229253,-0.8600846546333201,South,Home Office,Distributor,Basic,1
0.6450686183456644,0.7973762805376956,1.9216406164055655,-0.103584279794225,-1.8165237775331744,1.834226771104688,East,Home Office,Online,Basic,1
2.718741942776712,2.2993794959010128,0.5413539054274168,-0.0384612584252882,-2.1332788851239277,1.7894118208388248,South,Corporate,Online,Basic,1
-1.9345500393806687,0.3635711062926069,-0.8605248867530612,1.3342702244422642,0.6620811090277818,-0.886895269036349,South,Consumer,Retail,Premium,0
-1.2070384662188518,0.9211448269484998,-1.3751727736880126,1.2168018916084833,-1.22227360409632,0.5827741240710425,West,Consumer,Online,Basic,1
-0.3113980944649539,2.0078558978999723,-0.658653462381589,0.8168605988455689,-0.442078905612367,1.628604711744462,South,Consumer,Distributor,Standard,1
-0.6822369523873679,2.901815098470156,-1.2067896859860976,3.623307394278002,-0.4918889674871569,-3.205600990900402,South,Home Office,Online,Standard,0
-1.7724943590423727,0.9560901374799472,0.5776764233632311,1.4682160475723127,-1.3570660378985389,0.7502561451098544,North,Home Office,Distributor,Standard,1
-2.230862295883377,0.5176660371801252,-0.7906979025076664,2.187020127450642,-0.7448218785227196,-1.4523306974262662,West,Home Office,Retail,Standard,0
-1.471186674822656,0.0640901031864639,-0.4031029033572977,0.6219844874622567,0.8023047663857092,-0.2511624476723043,East,Corporate,Retail,Premium,0
2.039079638339376,-3.178198402110802,-0.1792043896555261,-3.1329386358904743,-0.8778080813336435,1.0234937695203978,North,Consumer,Distributor,Premium,0
0.1885129735452957,0.4589311518905171,-1.969188701811956,-0.2695964664365499,1.8414433481873855,-0.0623539396749477,West,Corporate,Retail,Premium,0
-3.2755054740988148,0.6431194605605599,0.8901598376507502,2.251522787799591,0.5390880395272615,-1.0787746844830195,North,Home Office,Retail,Standard,0
1.0153536320382095,0.347310594799516,-0.293858867145388,-0.7083490789032993,0.3591899522324182,0.8244964552852077,West,Consumer,Distributor,Standard,1
1.1990593663146902,0.9073945990474492,-2.2214504701588944,0.198218006684508,-1.0073675961241313,0.1715142579563119,North,Corporate,Online,Basic,1
2.6390924321746017,1.4706557750936091,-0.3548337372245675,-0.413946987052136,-0.015561564591059,0.2218975570529343,South,Home Office,Distributor,Standard,1
1.8527000648921848,1.4740014045374945,1.6044539261730064,-0.4318112824607064,-0.8010356852801408,1.624894215109866,West,Home Office,Retail,Standard,1
-2.395449423307848,-0.0215468492027223,0.9834036547590892,1.4128107777153531,-0.3410241378718328,-0.4961875412974914,West,Consumer,Distributor,Premium,0
0.536854100247302,1.4413011332915868,-0.5436865280587095,0.5292538241812711,-2.201798165216697,1.6496567096087662,West,Corporate,Online,Premium,1
-0.7086522622581702,-0.8161439859801769,0.0085285214956547,1.1858508179630165,-2.495814666480721,-1.6223048614465885,East,Corporate,Online,Standard,0
-0.3757493898653009,-0.9638569206818196,-0.2355169530928419,-1.7945222607294773,2.2254514935549,1.817460501385764,West,Corporate,Online,Premium,0
1.3048858538460346,1.0146809458710648,0.8309100650473871,-0.4731405929203883,-0.7481494905297001,1.6215376790011806,North,Corporate,Distributor,Basic,1
-0.4768572182017281,-0.6217352463085069,-0.8069316364004574,-0.9219300870919214,0.7176322838139371,1.3281662684714055,West,Corporate,Retail,Basic,0
0.2130924456486795,-2.195505952390376,-1.3414488548185934,-0.592739816829382,-1.340508282233024,-1.200803734704728,North,Corporate,Online,Premium,0
0.1779749960949581,2.919930500850799,2.1513391254926515,1.9079810742267749,0.8023379927405367,-0.9175389056306028,North,Corporate,Online,Basic,1
-1.6057824612760991,-0.4464779447268165,0.3338121963704832,0.4635544045008653,0.8346528682951797,-0.4957457471582531,East,Home Office,Online,Standard,0
-1.6714753420750328,-0.7173745370361186,-0.8157671724642591,0.8058643641329444,0.0175802528718065,-1.1073484413507884,West,Consumer,Retail,Basic,0
1.4761038275195555,0.4904382689609929,-0.5117667725999184,-0.2881562910835035,-1.138067904159176,0.4815852358519439,South,Corporate,Retail,Basic,1
-1.3660410342155764,-1.6094337359751467,0.6472473511649955,-2.0982198584399168,2.5186156268258144,2.4928134402273057,North,Home Office,Distributor,Basic,0
-0.3621422403725147,-1.3468343707177022,1.4506390282318695,-2.0295348653703678,2.082172119264544,1.8853910616004528,North,Corporate,Distributor,Premium,0
-1.919239122366946,0.7056760250941914,-1.187934293306078,0.5716384582994285,-0.2933304916327678,1.9799554470078236,North,Consumer,Retail,Standard,1
-1.5131605509557464,0.3814990155909972,0.2247916837460502,1.4002904495915705,-0.4202003880942513,-0.7994531352335099,East,Corporate,Online,Standard,0
0.50038290269856,0.9905654686767236,0.8081568018584598,0.7105641484819682,-1.7221348973743515,0.3080251207195984,North,Consumer,Online,Standard,1
2.2398239037722782,1.0857541185473627,0.4283846838020124,-0.4099816225090771,-0.4829536319634315,0.383938414224654,West,Home Office,Online,Premium,1
0.6944056077606744,2.3946340458411277,0.5542657147795457,0.505477234815717,0.8518075781036916,1.004936412637675,North,Corporate,Online,Basic,1
-3.0014257497148247,0.4975026562530098,0.5981014368266908,3.4021599241424525,-1.9119859619287527,-2.7498426446606232,South,Corporate,Online,Basic,0
0.7052029041099865,0.4920399351974558,0.0319331554196286,-0.082317993214019,-2.1396535054029657,1.4765508330769523,North,Home Office,Online,Basic,1
2.352184821759796,1.961852747894897,-1.1813269429798587,0.0235823812922718,-1.276558305099143,1.0179902501268605,West,Corporate,Online,Basic,1
-3.304694343103583,-0.6175326461719914,0.090123816824887,1.4330560996818125,-0.0956891005945612,-0.5664869379139748,West,Corporate,Distributor,Basic,0
-1.9102078268827825,0.7632945128560287,0.5441126052063398,1.6183601294528496,1.3598664120283817,-1.434862647580124,South,Corporate,Retail,Premium,0
-0.5527180868050094,0.4720924942802167,-0.0517691320018481,-0.1402011204330069,2.2515752373105453,0.2105231460242291,North,Home Office,Distributor,Standard,0
-1.9471665733720156,0.359797383786668,-0.2239977685157241,1.279714133868078,1.1654559065693295,-1.0664413959755272,North,Corporate,Distributor,Basic,0
-1.9200373926762624,1.116750615119764,1.2506591587498403,0.5450588537848089,,2.51646839189618,East,Consumer,Retail,Standard,1
-1.8893472898417292,0.9370902127994488,0.0309020567357835,0.7859900211884508,-0.5178133803025549,1.92267239383563,North,Home Office,Online,Standard,1
-0.8573783852787912,0.2587850899762458,-0.016201009023795,0.0423384194704722,-1.001502103761274,1.847263494648332,East,Corporate,Distributor,Premium,1
0.4792522847898141,,1.135401595728982,0.3593490818564878,-2.257778576566123,1.7786174457594122,South,Consumer,Online,Premium,1
1.4178881414450977,0.7471028924390253,0.9068666533286324,-0.2889919938861527,-1.6166150307442235,1.2212381598398965,South,Home Office,Online,Premium,0
-1.1032087589427448,-1.4114310255649078,-0.3714723705211615,1.460513781850366,-2.897663289210548,-2.446908417720807,South,Corporate,Distributor,Basic,0
-1.76937443815438,-0.3676735509629329,-0.1863330049163032,0.0826617483904916,-1.018373132884206,1.8530435993811707,South,Home Office,Online,Basic,1
-2.2791156493823177,1.4093392325530565,-0.0654800315189658,2.2838869412347345,1.4200230879148217,-1.6859799688187216,South,Consumer,Retail,Premium,0
-1.399795073017628,1.3677122187033532,-0.4667660362684627,2.054178510376718,0.5560255960826905,-1.6323140763573738,East,Corporate,Distributor,Standard,0
-2.627618913858367,-0.6986772505957404,1.0224699363886076,0.1661402079132707,-1.42845538923461,2.375408184187833,East,Home Office,Online,Standard,1
-1.3236443367862525,-0.2827090492628514,-0.1398245239572932,0.7732388941839707,-0.2102204629462482,-0.6373122722049451,West,Corporate,Online,Basic,0
-0.953452224300562,-0.7023181405386134,-0.8439136039051036,1.5721701940254689,,-2.1139183929600334,,Home Office,Online,Standard,0
-2.791127700214698,-1.900812650055927,-1.132930695975522,-0.5468000082369313,1.4487580294989126,0.6705586966555221,South,Corporate,Distributor,Standard,0
-0.8983310842492995,1.8353991617021643,-1.6153726437850209,2.328590161446366,0.239501540461155,-1.946518223891418,South,Consumer,Retail,Standard,0
0.3640917269188535,-1.3125635937777769,0.5996747086497373,-2.0194653603116337,1.005681690594713,1.7892624900915708,South,Consumer,Online,Basic,0
-0.8146779142515675,-1.2088307815034454,-0.6450553914174358,-0.7471658144599544,0.1631912030970865,0.7828909855813528,West,Home Office,Online,Basic,0
-0.4846593008579909,0.8853100815034558,-0.1079689152061803,0.6855475621822416,-1.1361234374172209,0.927685798027224,West,Home Office,Retail,Premium,1
-0.8550591185551111,1.3103820717096228,-0.4441760042809079,1.929855589216924,0.2268834311530208,-1.816365782449,South,Corporate,Online,Premium,0
-0.8955555908327544,0.3623996989696909,-0.4965042599679622,0.1539825382593865,-2.8819682924939847,2.957884779663586,East,Consumer,Distributor,Standard,1
0.843404850153743,1.8398053175108555,-1.071048155762962,0.2786750299314721,-0.0697857602080533,1.1429184799927588,South,Corporate,Online,Standard,1
0.9100948078874584,-2.18537150947395,0.4841028191615368,-0.4960513677938802,-2.4169029812288567,-1.502927578907272,East,Corporate,Online,Standard,0
-0.6395399788878142,-0.7676702052077947,-0.1376052939399846,-0.278609063844689,0.3075345153382296,0.044629812990427,West,Home Office,Distributor,Premium,0
-1.5349426868076372,0.2510736699332387,1.3689929144775794,0.6151077082431932,1.1006700903170326,-0.0799705045562694,West,Consumer,Online,Standard,0
-0.0067384397779944,-0.5996017927551229,0.5582248769731069,-1.001386249668098,0.7677354781823895,0.9987835016897328,North,Home Office,Distributor,Premium,0
0.3207201946041025,-0.1946167293055849,-0.4825304800273994,-0.4175287539554432,0.0242976082852997,0.3272834173901366,West,Consumer,Online,Standard,1
-2.1192388743966792,0.8090839779751935,0.3697058375862,1.1582946761951518,-0.9098957597110764,1.3625983514579765,North,Corporate,Retail,Basic,1
-2.3043647945479853,0.2736018429975471,2.6496561279330924,2.364985918474834,-1.2464497649552282,-1.8291632395708095,East,Consumer,Online,Basic,0
-2.303626667297426,-0.2747808268666529,2.13866238712129,1.7852159659958509,-1.0289844600039475,-1.406542690845359,North,Consumer,Distributor,Basic,0
2.351801311856877,1.364919427712877,0.2807376792260007,-0.4412414958809467,0.2811350297898825,0.2613474278130856,East,Consumer,Retail,,1
-0.2932619317958533,1.3522984741807695,-0.445823216903756,0.3224977567943974,1.2178708485412182,0.7713453446099937,North,Corporate,Distributor,Basic,1
-1.3801114089711168,-0.027516726764047,1.2742855914046964,0.4751876870464726,-1.44105206165211,1.2663149527305524,West,Home Office,Online,Standard,1
